Division,District,Market,Crop,Variety,Group,Arrivals (Tonnes),Min Price (BDT/Quintal),Max Price (BDT/Quintal),Price (BDT/Quintal),Reported Date,Quality_Grade,Market_Demand,Stock_Availability,Market_Type,Season
Barishal,Bhola,Bhola Bazar,Mustard,BARI Sarisha-14,Oil Seeds,49,6106,6614,6360,2/8/2022,Grade A,Medium,Medium,Retail,Winter
Barishal,Barishal,Nathullabad Market,Mustard,BARI Sarisha-17,Oil Seeds,48.8,3798,4114,3956,5/15/2024,Grade C,Low,Medium,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,14.06,4030,4366,4198,8/12/2024,Grade B,Low,High,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,255,1765,1913,1839,5/19/2021,Grade A,Medium,High,Wholesale,Winter
Rajshahi,Bogura,Satmatha Market,Mustard,BARI Sarisha-14,Oil Seeds,80,1675,1815,1745,8/12/2021,Grade B,Medium,High,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-14,Oil Seeds,30,4392,4758,4575,11/9/2021,Grade B,Low,Medium,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,750,4909,5319,5114,2/25/2021,Grade A,Medium,Medium,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Mustard,BARI Sarisha-17,Oil Seeds,4,2195,2377,2286,10/3/2022,Grade A,Medium,High,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-14,Oil Seeds,200,4838,5242,5040,1/13/2024,Premium,Medium,Medium,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-17,Oil Seeds,250,1628,1764,1696,3/31/2021,Grade A,Low,Medium,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-17,Oil Seeds,54,4550,4930,4740,11/23/2023,Grade B,High,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-14,Oil Seeds,61,5388,5836,5612,2/20/2022,Grade C,High,Low,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,75,4301,4659,4480,1/28/2021,Premium,High,Medium,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Mustard,BARI Sarisha-14,Oil Seeds,75,4442,4812,4627,2/21/2024,Grade A,High,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-17,Oil Seeds,2.3,4325,4685,4505,4/22/2024,Grade A,Medium,Medium,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-14,Oil Seeds,53,2016,2184,2100,5/9/2022,Grade B,Low,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-14,Oil Seeds,10,1068,1158,1113,12/21/2020,Grade A,Low,Medium,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Mustard,BARI Sarisha-14,Oil Seeds,5,2189,2371,2280,7/14/2023,Grade B,Medium,Medium,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Mustard,BARI Sarisha-17,Oil Seeds,24,4090,4430,4260,3/21/2024,Grade B,High,Medium,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-14,Oil Seeds,25,4951,5363,5157,3/24/2021,Grade C,Medium,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-17,Oil Seeds,39,1776,1924,1850,5/11/2024,Grade B,Medium,Low,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,1.6,5197,5631,5414,12/1/2021,Grade C,High,High,Wholesale,Winter
Khulna,Satkhira,Satkhira Market,Mustard,BARI Sarisha-17,Oil Seeds,251,4593,4975,4784,12/10/2020,Grade C,Medium,High,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-17,Oil Seeds,65,4732,5126,4929,11/8/2023,Grade A,High,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-14,Oil Seeds,3,5506,5964,5735,12/14/2020,Grade A,Low,Medium,Retail,Winter
Chattogram,Noakhali,Maijdee Bazar,Mustard,BARI Sarisha-14,Oil Seeds,5,2698,2922,2810,7/15/2023,Grade B,Low,Low,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Mustard,BARI Sarisha-14,Oil Seeds,9,2478,2684,2581,7/16/2024,Grade A,Medium,High,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Mustard,BARI Sarisha-14,Oil Seeds,18,4107,4449,4278,3/2/2021,Grade C,Medium,Low,Retail,Winter
Chattogram,Noakhali,Maijdee Bazar,Mustard,BARI Sarisha-17,Oil Seeds,15,1632,1768,1700,5/17/2020,Grade B,Medium,High,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-17,Oil Seeds,15,7526,8154,7840,7/22/2022,Premium,Low,Low,Retail,Winter
Barishal,Barishal,Nathullabad Market,Mustard,BARI Sarisha-14,Oil Seeds,12.9,10128,10972,10550,7/26/2024,Grade B,Medium,Medium,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,137,4944,5356,5150,11/23/2022,Grade B,Medium,Low,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,30,3552,3848,3700,11/21/2020,Grade B,High,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-14,Oil Seeds,3,3521,3815,3668,5/6/2020,Grade A,High,High,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-14,Oil Seeds,362.4,12849,13919,13384,5/27/2024,Premium,Medium,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-17,Oil Seeds,46,7725,8369,8047,1/16/2024,Grade C,High,High,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-17,Oil Seeds,60,6584,7132,6858,4/18/2022,Grade A,Low,Medium,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Mustard,BARI Sarisha-17,Oil Seeds,8,5947,6443,6195,4/9/2022,Grade B,Medium,Low,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Mustard,BARI Sarisha-17,Oil Seeds,3.5,4254,4608,4431,5/17/2024,Grade A,High,Medium,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-17,Oil Seeds,20,1872,2028,1950,2/6/2024,Grade B,Low,Medium,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Mustard,BARI Sarisha-14,Oil Seeds,5.9,10278,11134,10706,7/23/2024,Grade A,Low,Medium,Wholesale,Winter
Khulna,Khulna,Khulna New Market,Mustard,BARI Sarisha-14,Oil Seeds,16,4464,4836,4650,7/14/2023,Grade B,Medium,Low,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Mustard,BARI Sarisha-14,Oil Seeds,78,8894,9636,9265,1/30/2024,Grade B,High,Low,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-17,Oil Seeds,9,6480,7020,6750,2/1/2023,Grade B,Low,High,Retail,Winter
Chattogram,Noakhali,Maijdee Bazar,Mustard,BARI Sarisha-17,Oil Seeds,1,2393,2593,2493,12/24/2022,Grade A,Medium,High,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Mustard,BARI Sarisha-17,Oil Seeds,28,8924,9668,9296,12/16/2022,Premium,Low,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-17,Oil Seeds,104,4946,5358,5152,2/3/2020,Grade A,Low,Medium,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Mustard,BARI Sarisha-17,Oil Seeds,4,9216,9984,9600,11/22/2023,Grade B,High,Low,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-17,Oil Seeds,54,5026,5444,5235,5/18/2022,Grade C,Medium,High,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Mustard,BARI Sarisha-14,Oil Seeds,12,1935,2097,2016,10/28/2021,Premium,Medium,Medium,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,1,5322,5766,5544,7/8/2021,Grade C,Low,Medium,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Mustard,BARI Sarisha-14,Oil Seeds,3,2124,2302,2213,9/20/2023,Grade C,Low,Medium,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Mustard,BARI Sarisha-14,Oil Seeds,5,4769,5167,4968,12/26/2020,Grade C,High,Low,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,415,8817,9551,9184,3/13/2024,Premium,Medium,High,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Mustard,BARI Sarisha-14,Oil Seeds,92,5648,6118,5883,1/7/2022,Grade C,High,Medium,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,6,956,1036,996,2/13/2021,Grade A,Medium,Low,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Mustard,BARI Sarisha-17,Oil Seeds,77,8655,9377,9016,1/29/2022,Grade C,High,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-17,Oil Seeds,11.7,2544,2756,2650,7/29/2024,Grade B,Medium,High,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Mustard,BARI Sarisha-14,Oil Seeds,65,1876,2032,1954,8/17/2021,Premium,Low,High,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-17,Oil Seeds,80,5434,5886,5660,10/1/2021,Grade A,Medium,Low,Wholesale,Winter
Khulna,Satkhira,Satkhira Market,Mustard,BARI Sarisha-14,Oil Seeds,34,6258,6780,6519,6/26/2021,Grade A,Medium,Medium,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Mustard,BARI Sarisha-14,Oil Seeds,54,6384,6916,6650,4/26/2022,Grade B,High,Medium,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,16.5,10028,10864,10446,11/8/2024,Grade A,Medium,Low,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Mustard,BARI Sarisha-17,Oil Seeds,2,1038,1124,1081,11/23/2021,Grade C,Medium,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-17,Oil Seeds,286,4915,5325,5120,7/26/2023,Grade A,Medium,Low,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-17,Oil Seeds,6,2179,2361,2270,10/4/2023,Grade B,Medium,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-17,Oil Seeds,53,2519,2729,2624,3/15/2023,Grade A,High,Medium,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-17,Oil Seeds,2,7104,7696,7400,8/28/2022,Grade B,High,Medium,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Mustard,BARI Sarisha-17,Oil Seeds,115,2112,2288,2200,5/22/2024,Grade B,High,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-14,Oil Seeds,6,2316,2508,2412,10/14/2022,Grade A,Medium,Low,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-17,Oil Seeds,85,10289,11147,10718,5/31/2024,Grade C,Medium,High,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,19,1526,1654,1590,8/29/2020,Grade A,Low,Low,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Mustard,BARI Sarisha-14,Oil Seeds,6,4732,5126,4929,6/6/2023,Grade A,High,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-14,Oil Seeds,15.2,2544,2756,2650,6/20/2024,Grade B,Medium,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-14,Oil Seeds,362,9024,9776,9400,1/30/2024,Grade B,Medium,Low,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-17,Oil Seeds,37,2010,2178,2094,3/7/2020,Grade A,Low,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-14,Oil Seeds,22,4752,5148,4950,2/4/2023,Grade B,High,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-14,Oil Seeds,23,1501,1627,1564,7/6/2021,Grade C,Medium,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-17,Oil Seeds,1,1374,1488,1431,10/26/2021,Grade A,High,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-14,Oil Seeds,8,2496,2704,2600,2/24/2024,Grade B,Medium,Medium,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,105,5760,6240,6000,10/8/2021,Grade B,Medium,Medium,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,47,4946,5358,5152,1/29/2022,Grade C,Low,Low,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Mustard,BARI Sarisha-14,Oil Seeds,380,7776,8424,8100,3/16/2024,Grade B,Medium,Medium,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-14,Oil Seeds,2,5213,5647,5430,11/17/2022,Grade B,Low,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-17,Oil Seeds,25,1872,2028,1950,9/22/2023,Grade B,Medium,High,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-17,Oil Seeds,1,1192,1292,1242,11/25/2020,Grade C,High,Medium,Retail,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Mustard,BARI Sarisha-14,Oil Seeds,25,4128,4472,4300,7/11/2020,Grade B,Medium,Medium,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Mustard,BARI Sarisha-14,Oil Seeds,207,6106,6614,6360,1/22/2022,Grade A,Medium,High,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-17,Oil Seeds,8,5851,6339,6095,6/22/2022,Grade A,Low,Low,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,26.1,2318,2512,2415,5/29/2024,Grade C,Low,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-17,Oil Seeds,4,7530,8158,7844,10/16/2022,Grade A,High,Medium,Retail,Winter
Barishal,Barishal,Nathullabad Market,Mustard,BARI Sarisha-17,Oil Seeds,43.9,4094,4436,4265,3/15/2024,Grade B,Medium,Medium,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,21,3845,4165,4005,9/27/2023,Grade C,Medium,Low,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Mustard,BARI Sarisha-17,Oil Seeds,9,1501,1627,1564,12/10/2020,Grade A,Medium,Medium,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-17,Oil Seeds,40,5040,5460,5250,11/28/2022,Grade B,High,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-14,Oil Seeds,2.29,8650,9370,9010,10/14/2024,Grade A,High,High,Retail,Winter
Khulna,Satkhira,Satkhira Market,Mustard,BARI Sarisha-17,Oil Seeds,29,8497,9205,8851,5/12/2023,Grade A,Medium,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-17,Oil Seeds,80,3840,4160,4000,2/3/2021,Grade B,Medium,Low,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Mustard,BARI Sarisha-17,Oil Seeds,10,1704,1846,1775,1/4/2022,Grade B,High,Medium,Retail,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Mustard,BARI Sarisha-17,Oil Seeds,550,6315,6841,6578,3/25/2022,Grade C,Low,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-14,Oil Seeds,160,6207,6725,6466,1/22/2022,Grade A,Low,High,Retail,Winter
Barishal,Bhola,Bhola Bazar,Mustard,BARI Sarisha-14,Oil Seeds,13.2,3806,4124,3965,4/27/2024,Grade C,Medium,Medium,Retail,Winter
Chattogram,Noakhali,Maijdee Bazar,Mustard,BARI Sarisha-17,Oil Seeds,211,4992,5408,5200,5/21/2020,Grade B,High,Medium,Retail,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,300,5544,6006,5775,1/29/2021,Grade B,Medium,High,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-14,Oil Seeds,132,4200,4550,4375,10/30/2023,Grade B,Low,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-14,Oil Seeds,50,9264,10036,9650,7/17/2023,Grade B,Low,Medium,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-17,Oil Seeds,26,11128,12056,11592,2/25/2022,Premium,Low,Low,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Mustard,BARI Sarisha-17,Oil Seeds,25,5027,5445,5236,3/5/2020,Premium,Low,Medium,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Mustard,BARI Sarisha-14,Oil Seeds,131,4167,4515,4341,12/3/2020,Grade A,Medium,Medium,Retail,Winter
Chattogram,Noakhali,Maijdee Bazar,Mustard,BARI Sarisha-14,Oil Seeds,24,2391,2591,2491,9/15/2021,Grade A,Low,High,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-17,Oil Seeds,15,6106,6614,6360,6/25/2022,Grade A,Medium,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-17,Oil Seeds,10,6192,6708,6450,6/7/2021,Grade B,Medium,Low,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,5,6106,6614,6360,11/7/2020,Grade A,Medium,Low,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,62,9758,10572,10165,6/17/2023,Grade A,Medium,Medium,Wholesale,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Mustard,BARI Sarisha-14,Oil Seeds,400,4200,4550,4375,3/20/2024,Grade B,Medium,High,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Mustard,BARI Sarisha-14,Oil Seeds,10,1793,1943,1868,10/13/2021,Grade A,High,Medium,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-17,Oil Seeds,40,6296,6820,6558,12/8/2021,Grade A,Low,High,Wholesale,Winter
Rajshahi,Bogura,Satmatha Market,Mustard,BARI Sarisha-17,Oil Seeds,240,3623,3925,3774,8/6/2020,Grade A,High,High,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-17,Oil Seeds,30,10690,11580,11135,8/17/2023,Grade A,Medium,High,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-14,Oil Seeds,0.6,4623,5009,4816,9/15/2024,Premium,Medium,Medium,Wholesale,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Mustard,BARI Sarisha-17,Oil Seeds,11,2442,2646,2544,1/2/2024,Grade C,Medium,Low,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,11,2352,2548,2450,9/25/2021,Grade B,Low,Medium,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Mustard,BARI Sarisha-14,Oil Seeds,80,4401,4767,4584,2/20/2024,Grade A,High,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-14,Oil Seeds,1,5444,5898,5671,7/15/2020,Grade A,Low,Medium,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Mustard,BARI Sarisha-14,Oil Seeds,3,1152,1248,1200,9/3/2021,Grade B,Medium,Low,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,6,2602,2818,2710,1/16/2024,Grade B,High,Medium,Wholesale,Winter
Rajshahi,Bogura,Satmatha Market,Mustard,BARI Sarisha-17,Oil Seeds,2,8548,9260,8904,12/8/2023,Grade A,Medium,Medium,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Mustard,BARI Sarisha-17,Oil Seeds,17,6434,6970,6702,11/19/2022,Grade C,Medium,Medium,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Mustard,BARI Sarisha-14,Oil Seeds,157,7021,7607,7314,3/7/2022,Grade A,Medium,High,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,80,2069,2241,2155,5/27/2022,Grade B,Medium,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-14,Oil Seeds,2,1608,1742,1675,6/17/2020,Grade A,Low,Low,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Mustard,BARI Sarisha-14,Oil Seeds,5,1747,1893,1820,1/13/2022,Grade B,High,Low,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-17,Oil Seeds,1.2,2568,2782,2675,4/30/2024,Grade B,Medium,High,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,3,2304,2496,2400,6/17/2023,Grade B,Medium,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Mustard,BARI Sarisha-17,Oil Seeds,55.31,4223,4575,4399,10/11/2024,Grade A,Medium,Medium,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,65,11002,11918,11460,6/14/2024,Grade B,Medium,High,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Mustard,BARI Sarisha-17,Oil Seeds,17.9,2429,2631,2530,6/27/2024,Grade B,Medium,High,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Mustard,BARI Sarisha-17,Oil Seeds,48,1781,1929,1855,6/2/2021,Grade A,Medium,High,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Mustard,BARI Sarisha-17,Oil Seeds,7,1392,1508,1450,11/4/2020,Grade B,Medium,Medium,Retail,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Mustard,BARI Sarisha-17,Oil Seeds,25,7449,8069,7759,12/12/2022,Grade A,High,Medium,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,16,2035,2205,2120,3/21/2022,Grade A,High,High,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Mustard,BARI Sarisha-14,Oil Seeds,3,1392,1508,1450,1/27/2021,Grade B,High,Low,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Mustard,BARI Sarisha-17,Oil Seeds,91,6070,6576,6323,1/25/2022,Grade A,Medium,Low,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Mustard,BARI Sarisha-14,Oil Seeds,3,1632,1768,1700,1/28/2021,Grade B,High,Low,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-14,Oil Seeds,414,5004,5420,5212,6/20/2023,Grade A,Low,Medium,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,12,6768,7332,7050,9/25/2020,Grade A,High,High,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-14,Oil Seeds,1,2035,2205,2120,3/30/2023,Grade A,Low,Medium,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,30,6360,6890,6625,4/26/2021,Grade B,Low,High,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Mustard,BARI Sarisha-14,Oil Seeds,2.7,4022,4358,4190,8/2/2024,Grade B,High,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-17,Oil Seeds,2,7584,8216,7900,8/12/2021,Grade B,Low,Low,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,8,2473,2679,2576,1/24/2023,Grade C,Medium,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-14,Oil Seeds,120,4656,5044,4850,3/11/2023,Grade B,Low,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-17,Oil Seeds,10,4282,4638,4460,7/11/2023,Grade B,Medium,High,Retail,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Mustard,BARI Sarisha-17,Oil Seeds,37,10775,11673,11224,9/4/2023,Grade C,Low,Low,Retail,Winter
Khulna,Khulna,Khulna New Market,Mustard,BARI Sarisha-17,Oil Seeds,10,4121,4465,4293,8/23/2024,Grade A,Low,Low,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Mustard,BARI Sarisha-17,Oil Seeds,7,1627,1763,1695,7/30/2021,Grade B,Medium,Low,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Mustard,BARI Sarisha-14,Oil Seeds,19,5190,5622,5406,12/9/2022,Grade A,Medium,High,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-14,Oil Seeds,211,10736,11630,11183,3/26/2022,Grade A,Medium,Medium,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Mustard,BARI Sarisha-14,Oil Seeds,374,6106,6614,6360,1/8/2022,Grade A,Low,Low,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Mustard,BARI Sarisha-17,Oil Seeds,4,2385,2583,2484,2/18/2020,Grade C,Low,Low,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-14,Oil Seeds,14,7643,8279,7961,7/20/2021,Grade A,Low,Low,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Mustard,BARI Sarisha-17,Oil Seeds,101,2112,2288,2200,5/4/2022,Grade B,High,High,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Mustard,BARI Sarisha-17,Oil Seeds,5.58,10734,11628,11181,7/22/2024,Grade A,High,Low,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Mustard,BARI Sarisha-14,Oil Seeds,73,8395,9095,8745,5/11/2023,Grade A,Low,Low,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Mustard,BARI Sarisha-17,Oil Seeds,62,5185,5617,5401,9/22/2022,Grade A,Medium,Low,Retail,Winter
