video_category,channel_country,content_language,upload_day,video_length_bucket,traffic_source,device_type,viewer_age_group,subscriber_status,engagement_level
Music,USA,Bengali,Thursday,<5 min,External,Desktop,13-17,Subscribed,Very High
Finance,UK,Arabic,Wednesday,10-20 min,Shorts Feed,Desktop,25-34,Subscribed,Low
Music,India,Hindi,Wednesday,5-10 min,Shorts Feed,Tablet,25-34,Subscribed,Medium
Gaming,Germany,German,Saturday,5-10 min,Search,Game Console,55+,Subscribed,Medium
Technology,USA,Arabic,Sunday,20-40 min,External,Game Console,35-44,Subscribed,Medium
Travel,UAE,Spanish,Wednesday,10-20 min,Shorts Feed,Desktop,18-24,Subscribed,Very High
Lifestyle,Canada,French,Saturday,10-20 min,Playlists,Game Console,13-17,Subscribed,Very Low
Sports,Japan,Japanese,Thursday,<5 min,External,Smart TV,55+,Not Subscribed,Very High
Technology,Canada,German,Sunday,5-10 min,Notifications,Game Console,45-54,Not Subscribed,Medium
Gaming,Pakistan,Bengali,Monday,5-10 min,Browse,Smart TV,55+,Not Subscribed,High
Sports,USA,Arabic,Wednesday,>40 min,Shorts Feed,Tablet,55+,Subscribed,Very High
Music,Pakistan,Portuguese,Saturday,20-40 min,Suggested,Smart TV,18-24,Subscribed,Very High
Sports,Australia,Japanese,Tuesday,>40 min,Shorts Feed,Desktop,25-34,Not Subscribed,Low
News,Pakistan,Hindi,Sunday,>40 min,External,Desktop,45-54,Subscribed,Low
Music,Pakistan,English,Sunday,<5 min,Notifications,Desktop,25-34,Not Subscribed,Low
Sports,Brazil,Spanish,Friday,20-40 min,Suggested,Game Console,25-34,Subscribed,Very Low
Gaming,UK,Spanish,Tuesday,10-20 min,Search,Tablet,45-54,Subscribed,Very High
Education,USA,Bengali,Saturday,20-40 min,External,Desktop,55+,Not Subscribed,Very Low
Music,Australia,Portuguese,Monday,10-20 min,Shorts Feed,Tablet,13-17,Not Subscribed,High
Technology,UK,Hindi,Thursday,10-20 min,Playlists,Mobile,13-17,Subscribed,Very High
Gaming,USA,Hindi,Friday,5-10 min,Suggested,Tablet,18-24,Subscribed,Low
Music,Germany,Japanese,Monday,<5 min,Notifications,Desktop,35-44,Subscribed,Very Low
Entertainment,USA,Arabic,Tuesday,20-40 min,External,Mobile,25-34,Not Subscribed,Medium
Entertainment,India,Portuguese,Sunday,<5 min,External,Smart TV,18-24,Not Subscribed,Medium
Technology,Japan,Urdu,Monday,<5 min,Notifications,Tablet,18-24,Not Subscribed,Low
Technology,Germany,Portuguese,Monday,20-40 min,Shorts Feed,Smart TV,55+,Subscribed,Low
Gaming,Canada,German,Sunday,20-40 min,Search,Mobile,55+,Not Subscribed,Medium
Gaming,Australia,French,Tuesday,5-10 min,Playlists,Mobile,35-44,Not Subscribed,Medium
Sports,India,German,Thursday,5-10 min,External,Smart TV,55+,Not Subscribed,Very High
News,Brazil,Portuguese,Sunday,<5 min,External,Desktop,25-34,Not Subscribed,Low
Finance,USA,French,Thursday,<5 min,External,Tablet,25-34,Subscribed,Very High
Lifestyle,Brazil,English,Monday,20-40 min,Notifications,Game Console,45-54,Subscribed,Low
Sports,UK,English,Tuesday,10-20 min,Notifications,Desktop,35-44,Not Subscribed,Medium
Sports,India,Japanese,Tuesday,5-10 min,Browse,Tablet,35-44,Not Subscribed,Low
Lifestyle,Australia,Bengali,Wednesday,20-40 min,Notifications,Mobile,18-24,Not Subscribed,Medium
Lifestyle,Pakistan,German,Thursday,5-10 min,External,Game Console,45-54,Subscribed,Medium
Travel,UK,German,Friday,20-40 min,Playlists,Tablet,13-17,Subscribed,Very Low
Finance,Pakistan,German,Friday,10-20 min,Playlists,Tablet,35-44,Not Subscribed,Low
Gaming,Australia,French,Tuesday,10-20 min,Shorts Feed,Game Console,45-54,Subscribed,Very Low
Finance,Canada,Japanese,Friday,<5 min,Browse,Smart TV,13-17,Not Subscribed,High
Entertainment,India,French,Tuesday,20-40 min,Notifications,Game Console,25-34,Not Subscribed,Low
Travel,USA,Portuguese,Saturday,20-40 min,Search,Game Console,35-44,Not Subscribed,High
Sports,Australia,Japanese,Tuesday,20-40 min,Shorts Feed,Desktop,35-44,Subscribed,Medium
Sports,India,Arabic,Wednesday,>40 min,Playlists,Game Console,45-54,Subscribed,Very Low
Music,Brazil,Japanese,Saturday,5-10 min,Notifications,Mobile,13-17,Not Subscribed,Medium
Education,Brazil,Arabic,Thursday,<5 min,Browse,Desktop,25-34,Not Subscribed,High
Education,Pakistan,English,Tuesday,5-10 min,External,Tablet,35-44,Subscribed,Low
Education,Australia,Japanese,Saturday,20-40 min,Playlists,Desktop,13-17,Not Subscribed,High
Gaming,Japan,Spanish,Tuesday,5-10 min,External,Smart TV,35-44,Not Subscribed,Very Low
Finance,USA,Arabic,Thursday,>40 min,Playlists,Game Console,35-44,Not Subscribed,Low
Lifestyle,Pakistan,Bengali,Sunday,<5 min,External,Smart TV,18-24,Not Subscribed,Low
Sports,UK,Arabic,Saturday,>40 min,Shorts Feed,Game Console,35-44,Not Subscribed,Very Low
News,Pakistan,English,Sunday,10-20 min,Notifications,Desktop,18-24,Subscribed,High
Education,Germany,Arabic,Thursday,<5 min,Notifications,Smart TV,55+,Not Subscribed,Very Low
Entertainment,Australia,German,Tuesday,<5 min,Shorts Feed,Mobile,35-44,Subscribed,Very High
Education,Brazil,German,Sunday,>40 min,Notifications,Desktop,45-54,Subscribed,Very High
Lifestyle,UK,Japanese,Monday,>40 min,Suggested,Smart TV,55+,Not Subscribed,Low
Technology,Brazil,Hindi,Thursday,<5 min,Notifications,Smart TV,25-34,Not Subscribed,Low
Entertainment,UAE,French,Tuesday,<5 min,Suggested,Game Console,45-54,Subscribed,Very Low
Technology,Pakistan,French,Saturday,>40 min,Playlists,Mobile,13-17,Not Subscribed,Medium
Finance,UAE,Portuguese,Thursday,<5 min,External,Game Console,18-24,Subscribed,Very High
News,Japan,Japanese,Tuesday,<5 min,Browse,Tablet,45-54,Subscribed,Medium
Technology,Japan,Arabic,Saturday,10-20 min,Playlists,Desktop,13-17,Subscribed,Very Low
Travel,Japan,Hindi,Thursday,20-40 min,Notifications,Mobile,35-44,Not Subscribed,Medium
Technology,India,Urdu,Saturday,>40 min,Notifications,Mobile,13-17,Not Subscribed,Medium
Finance,UK,Arabic,Monday,10-20 min,Search,Desktop,35-44,Subscribed,Very Low
Travel,USA,Bengali,Tuesday,20-40 min,Playlists,Tablet,13-17,Not Subscribed,Very Low
Technology,USA,Arabic,Saturday,>40 min,Search,Game Console,55+,Subscribed,High
Music,Australia,Spanish,Friday,5-10 min,Notifications,Smart TV,45-54,Subscribed,Medium
Sports,Japan,Urdu,Sunday,<5 min,Playlists,Mobile,35-44,Subscribed,Very High
Lifestyle,UAE,Urdu,Friday,5-10 min,Playlists,Smart TV,55+,Not Subscribed,Very Low
Gaming,Australia,Arabic,Monday,20-40 min,Notifications,Mobile,55+,Not Subscribed,Very Low
Music,Brazil,Portuguese,Thursday,5-10 min,Search,Game Console,13-17,Subscribed,Very Low
Technology,UAE,Hindi,Thursday,<5 min,Playlists,Desktop,35-44,Subscribed,Medium
Sports,Germany,German,Wednesday,>40 min,External,Desktop,55+,Not Subscribed,Medium
Lifestyle,Brazil,English,Monday,5-10 min,Search,Tablet,55+,Subscribed,Medium
Music,Pakistan,German,Thursday,>40 min,Search,Game Console,13-17,Subscribed,Low
Travel,Pakistan,German,Monday,5-10 min,Notifications,Tablet,45-54,Not Subscribed,High
Education,Canada,Bengali,Thursday,20-40 min,Search,Desktop,25-34,Subscribed,High
News,UK,French,Monday,10-20 min,Browse,Desktop,55+,Not Subscribed,Medium
Lifestyle,India,Arabic,Sunday,20-40 min,Shorts Feed,Tablet,25-34,Subscribed,Low
Entertainment,Germany,Arabic,Friday,5-10 min,Search,Tablet,55+,Not Subscribed,High
Technology,Japan,Urdu,Wednesday,20-40 min,External,Desktop,18-24,Subscribed,Low
Entertainment,USA,Portuguese,Thursday,20-40 min,Notifications,Game Console,45-54,Not Subscribed,Medium
Finance,India,Spanish,Wednesday,>40 min,Browse,Game Console,35-44,Subscribed,Low
Education,Germany,Spanish,Friday,>40 min,External,Desktop,18-24,Not Subscribed,Very High
Finance,UK,English,Thursday,20-40 min,External,Mobile,35-44,Not Subscribed,Low
Technology,Pakistan,Portuguese,Friday,>40 min,Notifications,Desktop,45-54,Subscribed,Low
News,Japan,Japanese,Sunday,20-40 min,Notifications,Game Console,35-44,Not Subscribed,High
Finance,UK,Urdu,Sunday,20-40 min,Search,Tablet,13-17,Subscribed,Medium
Lifestyle,UK,English,Friday,10-20 min,Notifications,Desktop,13-17,Not Subscribed,Low
Finance,Japan,German,Sunday,>40 min,Search,Desktop,18-24,Not Subscribed,Very Low
Education,USA,Hindi,Wednesday,10-20 min,Search,Smart TV,35-44,Subscribed,Very High
Gaming,Germany,German,Sunday,<5 min,Shorts Feed,Tablet,55+,Subscribed,Low
Sports,India,English,Tuesday,>40 min,Shorts Feed,Game Console,35-44,Not Subscribed,Low
Lifestyle,Brazil,Spanish,Monday,>40 min,Notifications,Game Console,35-44,Not Subscribed,High
Sports,UK,Spanish,Wednesday,<5 min,Browse,Game Console,55+,Subscribed,Very Low
Lifestyle,UK,German,Wednesday,5-10 min,Search,Game Console,35-44,Not Subscribed,High
Finance,India,Bengali,Wednesday,>40 min,Notifications,Smart TV,18-24,Subscribed,Medium
Entertainment,Japan,Spanish,Monday,<5 min,External,Tablet,18-24,Subscribed,High
Finance,Australia,Portuguese,Monday,>40 min,External,Game Console,25-34,Not Subscribed,Low
Sports,USA,French,Tuesday,10-20 min,External,Tablet,13-17,Subscribed,Medium
Technology,India,German,Thursday,>40 min,Browse,Smart TV,13-17,Subscribed,Very Low
Travel,Brazil,Japanese,Tuesday,5-10 min,Search,Smart TV,25-34,Subscribed,Low
Entertainment,India,Bengali,Sunday,5-10 min,Search,Desktop,55+,Not Subscribed,Very High
Finance,UAE,Hindi,Friday,5-10 min,Notifications,Smart TV,18-24,Subscribed,High
Education,Canada,French,Saturday,5-10 min,Shorts Feed,Tablet,25-34,Not Subscribed,High
Sports,Japan,Bengali,Monday,10-20 min,External,Smart TV,13-17,Not Subscribed,Very High
Entertainment,UK,German,Wednesday,<5 min,Search,Smart TV,35-44,Not Subscribed,Very Low
Finance,India,Japanese,Saturday,<5 min,Playlists,Game Console,25-34,Subscribed,High
Technology,UK,Arabic,Friday,10-20 min,Search,Tablet,25-34,Not Subscribed,Low
Sports,USA,Bengali,Sunday,<5 min,Notifications,Tablet,45-54,Subscribed,Medium
News,Japan,Hindi,Saturday,<5 min,Browse,Smart TV,25-34,Not Subscribed,Very High
Entertainment,Pakistan,German,Friday,<5 min,External,Mobile,55+,Not Subscribed,High
Education,USA,French,Monday,>40 min,Suggested,Mobile,55+,Not Subscribed,Medium
Sports,India,Arabic,Wednesday,<5 min,Shorts Feed,Desktop,45-54,Subscribed,Low
Gaming,Japan,English,Saturday,5-10 min,Notifications,Smart TV,35-44,Subscribed,Very Low
Technology,Japan,Urdu,Sunday,>40 min,Notifications,Smart TV,55+,Not Subscribed,Very Low
Travel,Japan,Arabic,Monday,5-10 min,External,Tablet,18-24,Not Subscribed,Very Low
Entertainment,Germany,Portuguese,Saturday,>40 min,Suggested,Desktop,55+,Subscribed,Medium
Entertainment,UK,German,Monday,5-10 min,Notifications,Smart TV,25-34,Not Subscribed,Very Low
Lifestyle,Japan,English,Sunday,20-40 min,External,Mobile,45-54,Not Subscribed,Very Low
Finance,UK,English,Saturday,<5 min,Notifications,Game Console,13-17,Not Subscribed,Low
Gaming,India,German,Saturday,5-10 min,Shorts Feed,Smart TV,35-44,Subscribed,Very Low
News,Japan,French,Friday,10-20 min,Notifications,Mobile,25-34,Subscribed,High
Technology,UK,Hindi,Monday,>40 min,Playlists,Smart TV,13-17,Not Subscribed,High
Music,UK,English,Wednesday,5-10 min,Notifications,Smart TV,55+,Subscribed,High
Travel,Germany,Urdu,Saturday,10-20 min,Browse,Smart TV,55+,Subscribed,Very High
Music,Canada,Hindi,Thursday,<5 min,Browse,Smart TV,55+,Subscribed,Very High
Finance,Pakistan,German,Friday,10-20 min,External,Smart TV,35-44,Not Subscribed,Low
Entertainment,UK,German,Wednesday,>40 min,External,Mobile,25-34,Subscribed,Very Low
Music,Australia,Hindi,Saturday,>40 min,Browse,Mobile,18-24,Not Subscribed,High
Lifestyle,Brazil,English,Tuesday,20-40 min,Notifications,Smart TV,13-17,Not Subscribed,Very Low
Entertainment,Canada,English,Thursday,20-40 min,Suggested,Smart TV,13-17,Not Subscribed,Very Low
Music,Japan,Hindi,Saturday,20-40 min,Browse,Mobile,45-54,Subscribed,Very Low
Technology,UAE,English,Friday,<5 min,Suggested,Mobile,55+,Subscribed,Very Low
Music,Pakistan,Spanish,Monday,>40 min,Browse,Tablet,18-24,Subscribed,High
News,UAE,Japanese,Saturday,>40 min,Browse,Desktop,13-17,Subscribed,High
Education,USA,Bengali,Saturday,>40 min,External,Mobile,18-24,Not Subscribed,Medium
Travel,Germany,Urdu,Wednesday,10-20 min,Playlists,Game Console,18-24,Subscribed,Medium
Sports,Japan,Bengali,Wednesday,10-20 min,Browse,Desktop,45-54,Subscribed,Very Low
Lifestyle,USA,Arabic,Monday,>40 min,Notifications,Smart TV,25-34,Not Subscribed,Very High
Technology,Germany,French,Sunday,10-20 min,External,Smart TV,18-24,Subscribed,Very High
News,UK,Hindi,Thursday,>40 min,External,Mobile,25-34,Not Subscribed,High
Education,Canada,Portuguese,Monday,20-40 min,Shorts Feed,Desktop,25-34,Not Subscribed,Very Low
Travel,USA,French,Thursday,5-10 min,Shorts Feed,Smart TV,35-44,Subscribed,Low
Technology,Pakistan,Hindi,Wednesday,>40 min,Browse,Mobile,13-17,Not Subscribed,Low
Education,India,Japanese,Tuesday,<5 min,External,Smart TV,13-17,Not Subscribed,High
Education,Pakistan,Arabic,Thursday,>40 min,Search,Tablet,18-24,Subscribed,Medium
Sports,India,German,Tuesday,>40 min,Browse,Tablet,35-44,Not Subscribed,Very Low
Entertainment,Germany,Urdu,Tuesday,<5 min,Playlists,Tablet,55+,Not Subscribed,Very High
Education,Pakistan,Japanese,Monday,>40 min,Playlists,Mobile,55+,Not Subscribed,High
Sports,Australia,Bengali,Tuesday,20-40 min,Browse,Smart TV,13-17,Subscribed,Low
News,UAE,Japanese,Wednesday,>40 min,External,Smart TV,45-54,Subscribed,Medium
Travel,USA,Spanish,Tuesday,20-40 min,Shorts Feed,Smart TV,55+,Subscribed,Very High
Sports,Canada,English,Sunday,<5 min,Notifications,Desktop,18-24,Subscribed,Very High
News,Australia,Japanese,Tuesday,5-10 min,Suggested,Desktop,55+,Not Subscribed,Low
Music,Canada,Bengali,Sunday,20-40 min,Browse,Tablet,13-17,Subscribed,Very High
Music,Pakistan,German,Sunday,5-10 min,Shorts Feed,Smart TV,35-44,Not Subscribed,Very High
Finance,UK,French,Tuesday,20-40 min,External,Desktop,45-54,Subscribed,Low
Lifestyle,Pakistan,Spanish,Monday,5-10 min,Suggested,Desktop,13-17,Subscribed,Medium
Education,India,Portuguese,Friday,5-10 min,Suggested,Desktop,45-54,Not Subscribed,Medium
Music,Canada,French,Thursday,<5 min,Notifications,Game Console,45-54,Subscribed,Very High
Education,Brazil,Urdu,Sunday,10-20 min,Shorts Feed,Mobile,25-34,Not Subscribed,Medium
Music,Australia,English,Thursday,10-20 min,External,Game Console,55+,Subscribed,Low
Lifestyle,Canada,Hindi,Monday,<5 min,Playlists,Smart TV,25-34,Subscribed,Low
Music,UK,Portuguese,Saturday,5-10 min,Suggested,Smart TV,35-44,Not Subscribed,High
Technology,Canada,Hindi,Thursday,>40 min,Playlists,Mobile,35-44,Not Subscribed,Medium
Travel,USA,Japanese,Monday,5-10 min,Notifications,Tablet,13-17,Subscribed,High
Education,Pakistan,Bengali,Wednesday,5-10 min,Notifications,Game Console,25-34,Subscribed,Medium
Gaming,USA,Japanese,Sunday,10-20 min,Playlists,Mobile,18-24,Not Subscribed,Medium
Education,Australia,Japanese,Sunday,10-20 min,Notifications,Desktop,35-44,Not Subscribed,High
Music,Pakistan,Bengali,Monday,20-40 min,Shorts Feed,Desktop,13-17,Subscribed,Low
Entertainment,Canada,Arabic,Saturday,10-20 min,Playlists,Smart TV,25-34,Not Subscribed,Very Low
Sports,UAE,Japanese,Wednesday,10-20 min,Notifications,Smart TV,55+,Subscribed,Very Low
Lifestyle,Canada,Bengali,Saturday,>40 min,Playlists,Smart TV,55+,Not Subscribed,Very High
Gaming,Germany,Bengali,Saturday,>40 min,External,Mobile,45-54,Not Subscribed,Medium
Education,Germany,Bengali,Saturday,5-10 min,Suggested,Smart TV,35-44,Not Subscribed,Low
Music,UK,German,Friday,10-20 min,External,Mobile,18-24,Subscribed,Low
Lifestyle,UAE,Arabic,Sunday,<5 min,Playlists,Mobile,25-34,Not Subscribed,Very High
News,Canada,French,Monday,<5 min,Playlists,Mobile,18-24,Not Subscribed,High
Music,UK,German,Sunday,>40 min,Notifications,Tablet,35-44,Not Subscribed,Low
Music,Pakistan,Portuguese,Saturday,20-40 min,Playlists,Game Console,55+,Not Subscribed,Very Low
Lifestyle,Japan,Arabic,Tuesday,5-10 min,Suggested,Smart TV,45-54,Not Subscribed,Very Low
News,Japan,French,Monday,20-40 min,Notifications,Mobile,35-44,Subscribed,Low
Sports,UAE,Urdu,Thursday,10-20 min,External,Game Console,45-54,Not Subscribed,High
Education,Pakistan,Arabic,Thursday,20-40 min,Notifications,Tablet,45-54,Not Subscribed,Low
Lifestyle,Canada,English,Sunday,>40 min,Shorts Feed,Smart TV,18-24,Subscribed,High
Gaming,USA,Arabic,Monday,>40 min,Suggested,Smart TV,13-17,Not Subscribed,High
Music,USA,Hindi,Thursday,10-20 min,Browse,Tablet,55+,Not Subscribed,Very High
Entertainment,Germany,Urdu,Thursday,>40 min,External,Tablet,25-34,Not Subscribed,High
News,India,Spanish,Wednesday,20-40 min,External,Tablet,13-17,Subscribed,Very Low
Entertainment,Japan,Japanese,Wednesday,>40 min,Shorts Feed,Smart TV,45-54,Subscribed,Medium
Education,Pakistan,Hindi,Thursday,20-40 min,Browse,Tablet,25-34,Subscribed,Low
Music,Germany,French,Wednesday,<5 min,Shorts Feed,Game Console,45-54,Not Subscribed,Medium
Education,UK,German,Tuesday,>40 min,External,Game Console,35-44,Subscribed,Very High
Technology,Pakistan,Japanese,Sunday,<5 min,Playlists,Mobile,35-44,Subscribed,Low
Entertainment,Canada,English,Friday,10-20 min,Shorts Feed,Tablet,18-24,Subscribed,Very High
Entertainment,USA,Spanish,Monday,10-20 min,Playlists,Mobile,45-54,Subscribed,Very Low
Finance,Germany,Hindi,Tuesday,10-20 min,Playlists,Game Console,13-17,Not Subscribed,Very Low
Finance,Brazil,Bengali,Thursday,>40 min,External,Desktop,25-34,Not Subscribed,Low
Lifestyle,Germany,Hindi,Tuesday,10-20 min,External,Game Console,25-34,Subscribed,Medium
News,USA,Japanese,Tuesday,10-20 min,Shorts Feed,Smart TV,55+,Not Subscribed,Medium
Lifestyle,USA,Bengali,Wednesday,20-40 min,Playlists,Desktop,45-54,Not Subscribed,Very Low
News,UAE,Arabic,Monday,5-10 min,Playlists,Smart TV,13-17,Subscribed,Very High
Sports,Germany,Spanish,Saturday,<5 min,Shorts Feed,Desktop,13-17,Not Subscribed,Very High
Finance,UK,Urdu,Friday,10-20 min,Notifications,Mobile,35-44,Subscribed,Medium
Music,USA,German,Monday,>40 min,Playlists,Smart TV,55+,Not Subscribed,High
Sports,Japan,Portuguese,Thursday,10-20 min,Notifications,Tablet,13-17,Not Subscribed,Very Low
Lifestyle,Australia,French,Saturday,>40 min,Playlists,Desktop,18-24,Subscribed,Very High
Lifestyle,UK,Bengali,Wednesday,>40 min,Shorts Feed,Smart TV,55+,Not Subscribed,Very Low
Finance,Australia,Spanish,Tuesday,5-10 min,Suggested,Smart TV,13-17,Not Subscribed,Very High
Entertainment,UAE,French,Tuesday,20-40 min,External,Smart TV,25-34,Subscribed,Very Low
Travel,Canada,English,Thursday,20-40 min,Suggested,Game Console,18-24,Subscribed,Medium
Gaming,Japan,Hindi,Thursday,>40 min,Notifications,Desktop,25-34,Subscribed,High
News,Pakistan,Bengali,Wednesday,20-40 min,Notifications,Game Console,45-54,Subscribed,High
Music,Canada,Spanish,Thursday,5-10 min,Suggested,Smart TV,13-17,Not Subscribed,Very High
Lifestyle,UAE,English,Tuesday,5-10 min,Suggested,Smart TV,55+,Subscribed,Very Low
Entertainment,Pakistan,French,Sunday,>40 min,Playlists,Smart TV,13-17,Not Subscribed,High
Travel,UAE,Urdu,Saturday,10-20 min,Search,Smart TV,35-44,Not Subscribed,Medium
News,Canada,Bengali,Friday,<5 min,Shorts Feed,Game Console,45-54,Subscribed,High
Technology,Brazil,Arabic,Monday,10-20 min,Notifications,Mobile,25-34,Not Subscribed,Very High
Education,Japan,Bengali,Wednesday,10-20 min,Notifications,Game Console,55+,Not Subscribed,Low
Entertainment,Japan,German,Friday,10-20 min,Notifications,Game Console,35-44,Not Subscribed,Low
Lifestyle,USA,Spanish,Monday,20-40 min,External,Mobile,18-24,Subscribed,Very High
Entertainment,India,Spanish,Monday,>40 min,Search,Tablet,55+,Subscribed,Very High
Lifestyle,India,Spanish,Friday,>40 min,Notifications,Smart TV,55+,Subscribed,Very High
Music,USA,Japanese,Monday,20-40 min,External,Game Console,13-17,Subscribed,Very Low
Travel,UAE,Spanish,Tuesday,20-40 min,Shorts Feed,Desktop,45-54,Subscribed,High
Lifestyle,UAE,German,Tuesday,10-20 min,Playlists,Game Console,55+,Not Subscribed,Medium
Finance,Brazil,English,Tuesday,10-20 min,Search,Smart TV,35-44,Not Subscribed,High
Lifestyle,UAE,Portuguese,Sunday,>40 min,Shorts Feed,Desktop,18-24,Not Subscribed,Medium
Travel,USA,Japanese,Thursday,5-10 min,Playlists,Mobile,18-24,Subscribed,Very Low
News,Pakistan,Urdu,Saturday,<5 min,Playlists,Tablet,35-44,Subscribed,Medium
Music,India,Arabic,Thursday,>40 min,Notifications,Desktop,45-54,Not Subscribed,Medium
Sports,USA,French,Wednesday,>40 min,Notifications,Desktop,13-17,Subscribed,Medium
Gaming,Germany,Japanese,Monday,<5 min,Shorts Feed,Desktop,18-24,Not Subscribed,Very Low
Technology,Australia,Arabic,Thursday,<5 min,Browse,Smart TV,45-54,Subscribed,Very Low
Finance,Brazil,Japanese,Friday,20-40 min,Notifications,Mobile,18-24,Subscribed,Medium
Sports,Pakistan,Portuguese,Friday,10-20 min,Browse,Smart TV,35-44,Not Subscribed,Very Low
Technology,Australia,Portuguese,Wednesday,<5 min,Search,Smart TV,18-24,Subscribed,Very High
News,Brazil,German,Sunday,20-40 min,Notifications,Desktop,13-17,Not Subscribed,Very High
