item_name,item_category,item_subcategory,brand_name,brand_tier,country,city,city_tier,price_usd_normalized,serving_size_g,calories,protein_g,total_fat_g,total_carbs_g,sodium_mg,sugars_g,avg_rating,is_bestseller
Strawberry Milkshake,Drink,Veg,Applebee's,mid,USA,Nashville,tier-2,7.69,390.0,123.7,0.3,1.4,9.3,64.6,4.2,3.8,0
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,McDonald's,budget,India,Mumbai,metro,1.79,430.8,362.8,10.0,14.6,58.6,881.9,8.1,3.4,0
Cinnamon Roll,Dessert,Veg,Nobu,premium,USA,Chicago,metro,40.1,80.5,395.7,1.1,6.8,49.2,205.0,46.74,4.6,0
Mango Smoothie,Drink,Veg,Wendy's,budget,USA,Houston,metro,2.24,460.0,48.9,3.1,4.1,37.0,0.0,17.8,3.7,0
Coca Cola,Drink,Veg,Pizza Hut,budget,UK,Exeter,tier-3,5.21,363.4,50.3,2.4,0.0,43.1,3.9,40.945,3.3,0
Four Cheese Pizza,Pizza,Veg,Nando's,mid,Canada,Vancouver,metro,9.46,187.5,185.7,11.1,12.8,41.5,670.7,5.6,4.0,1
Tuna Niçoise Salad,Salad,Non-Veg,Chili's,mid,USA,Boise,tier-3,12.45,202.8,204.1,8.4,8.1,17.0,395.6,10.5,3.1,0
Apple Juice,Drink,Veg,Shake Shack,mid,USA,Portland,tier-2,8.84,536.1,242.3,1.0,3.5,29.4,37.0,24.4,3.3,0
BBQ Bacon Burger,Burger,Non-Veg,Wendy's,budget,USA,Portland,tier-2,9.01,246.5,596.8,29.2,26.5,57.2,774.1,7.6,3.9,0
Tofu Rice Bowl,Rice/Bowl,Vegan,KFC,budget,USA,Denver,tier-2,6.47,359.2,456.9,17.6,11.0,50.2,236.3,3.8,3.1,0
Coca Cola,Drink,Veg,McDonald's,budget,Australia,Sydney,metro,3.24,492.6,13.3,4.0,0.4,30.8,60.7,29.259999999999998,3.0,0
Veggie Supreme Pizza,Pizza,Veg,Taco Bell,budget,India,Ahmedabad,tier-2,2.57,177.3,278.4,2.4,9.9,56.5,681.0,6.5,3.0,0
Pepperoni Pizza,Pizza,Non-Veg,Taco Bell,budget,USA,Nashville,tier-2,7.91,197.6,289.6,14.6,15.3,33.7,382.7,6.1,2.7,1
Chocolate Brownie,Dessert,Veg,Domino's,budget,USA,Chicago,metro,4.46,110.3,344.5,8.1,22.3,51.9,351.0,45.6,3.9,0
Ham & Mushroom Pizza,Pizza,Non-Veg,Nobu,premium,USA,Eugene,tier-3,58.93,152.8,335.4,13.3,12.7,38.3,514.7,8.8,4.9,1
BBQ Bacon Burger,Burger,Non-Veg,TGI Fridays,mid,USA,Houston,metro,19.27,268.8,524.0,27.2,27.5,56.3,1361.7,11.1,4.4,0
Black Bean Burger,Burger,Veg,Five Guys,mid,USA,New York,metro,21.53,205.4,425.9,25.3,28.5,53.2,717.1,5.5,4.4,1
Meat Lovers Pizza,Pizza,Non-Veg,Wendy's,budget,India,Surat,tier-3,3.52,181.5,278.7,16.4,6.8,21.0,695.4,9.1,4.5,0
Club Sandwich,Sandwich,Non-Veg,Nando's,mid,USA,Denver,tier-2,19.62,225.6,511.6,21.5,12.1,61.6,664.1,5.8,4.4,0
Mozzarella Sticks,Sides,Veg,Subway,budget,USA,Austin,tier-2,6.05,135.9,89.6,2.6,12.6,38.1,615.0,3.8,3.6,0
Chicken Sub,Sandwich,Non-Veg,Domino's,budget,India,Ahmedabad,tier-2,3.26,305.0,348.8,13.9,19.7,25.2,989.9,7.3,3.8,1
Chicken BBQ Pizza,Pizza,Non-Veg,Pizza Hut,budget,Canada,Kelowna,tier-3,8.3,171.0,303.7,7.6,15.9,41.0,474.9,5.3,3.1,0
Ham & Mushroom Pizza,Pizza,Non-Veg,Ruth's Chris Steakhouse,premium,USA,Portland,tier-2,30.41,188.9,308.3,11.9,15.9,20.2,633.7,6.2,4.3,0
Chicken Wings,Sides,Non-Veg,Pizza Hut,budget,USA,Boise,tier-3,2.38,152.2,449.1,0.0,16.2,54.8,386.3,0.8,4.4,0
Egg Salad Sandwich,Sandwich,Veg,KFC,budget,Australia,Adelaide,tier-2,8.1,234.7,508.3,20.7,20.0,33.8,1063.6,7.1,3.2,1
Onion Rings,Sides,Veg,Domino's,budget,India,Pune,tier-2,2.01,81.6,384.9,8.7,13.8,44.7,325.8,1.5,3.5,0
Paneer Rice Bowl,Rice/Bowl,Veg,Applebee's,mid,USA,Houston,metro,14.05,301.7,528.0,20.1,16.2,82.6,522.3,6.5,3.9,0
Vegan Margherita,Pizza,Vegan,Chili's,mid,India,Chennai,tier-2,6.08,175.0,400.0,3.7,13.0,37.0,789.0,8.1,3.5,0
Chickpea Buddha Bowl,Rice/Bowl,Vegan,Taco Bell,budget,UK,Birmingham,tier-2,6.71,280.7,582.5,19.3,8.8,48.1,775.5,6.1,3.7,0
BBQ Bacon Burger,Burger,Non-Veg,Pizza Hut,budget,Australia,Brisbane,tier-2,4.23,305.1,542.8,25.9,42.7,31.8,665.6,11.9,4.3,0
Lemonade,Drink,Veg,Nando's,mid,USA,Chicago,metro,5.25,403.6,310.9,0.6,4.2,53.8,0.0,43.1,3.3,0
Fanta Orange,Drink,Veg,Chili's,mid,India,Hyderabad,metro,5.41,418.9,5.0,0.0,0.0,14.6,63.4,13.87,3.4,1
Vegan Mango Smoothie,Drink,Vegan,Nando's,mid,UK,Manchester,metro,12.09,399.7,5.0,2.1,0.0,70.0,38.0,33.5,4.2,0
Grilled Chicken Salad,Salad,Non-Veg,Chili's,mid,India,Ahmedabad,tier-2,3.7,392.3,527.4,17.6,15.2,8.8,891.9,8.36,4.8,0
Plant-Based Burger,Burger,Vegan,Nobu,premium,USA,Portland,tier-2,45.32,252.9,586.7,23.7,23.3,45.6,1057.7,10.9,3.9,0
Halloumi Burger,Burger,Veg,Chili's,mid,UK,Bath,tier-3,21.57,258.7,416.4,24.1,37.1,47.6,909.2,11.6,3.7,0
Almond Milk Shake,Drink,Vegan,Subway,budget,USA,Houston,metro,1.97,503.2,89.0,1.5,0.7,44.3,26.3,15.5,4.0,1
Beyond Meat Burger,Burger,Vegan,Subway,budget,USA,Austin,tier-2,2.9,251.3,350.1,17.0,6.8,49.9,812.1,11.6,3.6,0
Lemonade,Drink,Veg,Subway,budget,UK,London,metro,6.15,426.5,90.4,1.1,0.5,41.3,77.7,0.0,3.8,1
Garlic Bread,Sides,Veg,Domino's,budget,Australia,Melbourne,metro,5.65,145.1,537.4,0.1,13.8,26.6,374.1,1.8,3.8,0
Club Sandwich,Sandwich,Non-Veg,Wendy's,budget,USA,Portland,tier-2,3.0,185.4,477.9,15.9,10.4,25.8,876.2,9.6,3.6,0
Paneer Rice Bowl,Rice/Bowl,Veg,Wendy's,budget,USA,Houston,metro,8.51,250.5,446.4,26.8,8.0,87.6,1107.3,9.9,4.6,0
Pepsi,Drink,Veg,Domino's,budget,India,Surat,tier-3,2.03,341.9,139.3,0.6,3.5,48.9,90.6,46.455,4.6,0
Cheesecake Slice,Dessert,Non-Veg,Subway,budget,Canada,Kelowna,tier-3,3.01,144.3,300.9,6.0,19.9,31.0,173.0,29.45,4.9,0
Spicy Chicken Pizza,Pizza,Non-Veg,Pizza Hut,budget,USA,Portland,tier-2,9.75,209.1,219.6,13.0,15.6,44.1,708.6,10.1,4.4,0
Chicken Rice Bowl,Rice/Bowl,Non-Veg,Subway,budget,Australia,Townsville,tier-3,8.09,437.9,473.4,31.5,13.6,84.7,945.3,7.8,3.2,0
Garlic Bread,Sides,Veg,Shake Shack,mid,UK,London,metro,12.28,189.7,247.6,7.8,3.7,43.7,449.6,5.6,3.3,0
Pepperoni Pizza,Pizza,Non-Veg,Applebee's,mid,USA,Nashville,tier-2,18.91,161.8,366.2,16.0,12.6,21.7,718.5,2.0,2.9,0
Paneer Tikka Pizza,Pizza,Veg,TGI Fridays,mid,Canada,Vancouver,metro,19.35,174.7,319.7,6.9,12.9,19.4,464.0,8.7,3.8,0
Hash Browns,Sides,Veg,Shake Shack,mid,USA,Denver,tier-2,14.47,106.4,262.6,1.6,13.8,30.7,702.4,0.4,3.9,0
Mac and Cheese,Sides,Veg,Pizza Hut,budget,Australia,Sydney,metro,3.51,131.3,305.3,6.1,8.5,36.8,374.4,4.7,3.4,0
Pepperoni Pizza,Pizza,Non-Veg,Nando's,mid,UK,York,tier-3,12.3,235.6,333.7,14.5,6.2,34.6,845.8,5.4,4.6,0
Pepsi,Drink,Veg,Subway,budget,India,Mumbai,metro,1.8,536.9,94.9,5.0,0.0,39.3,26.2,37.334999999999994,4.4,0
Mango Smoothie,Drink,Veg,Pizza Hut,budget,India,Mumbai,metro,1.63,334.5,175.3,0.0,0.0,45.8,62.0,43.51,3.7,0
Orange Juice,Drink,Veg,Taco Bell,budget,Australia,Melbourne,metro,3.61,466.9,5.0,2.6,0.0,38.7,44.5,36.765,4.1,0
Fanta Orange,Drink,Veg,McDonald's,budget,USA,Chicago,metro,3.85,292.0,5.0,2.7,0.5,86.6,8.7,64.4,4.4,0
Quinoa Salad,Salad,Vegan,Burger King,budget,India,Surat,tier-3,2.01,366.6,315.4,9.0,18.1,34.5,400.6,4.0,3.5,0
Veggie Supreme Pizza,Pizza,Veg,Burger King,budget,India,Mumbai,metro,2.11,182.0,259.4,12.3,12.2,32.7,590.7,6.5,4.7,0
Garden Salad,Salad,Veg,McDonald's,budget,UK,Birmingham,tier-2,8.35,257.9,250.3,13.6,19.8,22.6,230.8,11.1,4.3,0
Molten Lava Cake,Dessert,Veg,Subway,budget,USA,Denver,tier-2,2.45,137.7,457.9,6.3,24.3,85.2,129.2,49.0,3.3,0
Mushroom Swiss Burger,Burger,Veg,Five Guys,mid,USA,Los Angeles,metro,16.75,206.5,702.2,14.6,12.7,48.2,874.5,5.7,3.5,0
Egg Salad Sandwich,Sandwich,Veg,Domino's,budget,UK,London,metro,3.42,133.7,478.2,13.2,25.8,48.4,696.3,0.1,4.6,0
Strawberry Milkshake,Drink,Veg,Taco Bell,budget,USA,Chicago,metro,3.4,579.9,240.5,0.4,0.0,48.2,69.7,33.5,4.7,0
Grilled Chicken Salad,Salad,Non-Veg,Subway,budget,Canada,Kelowna,tier-3,6.86,343.1,299.4,6.6,22.2,24.4,555.0,7.3,4.1,1
Tuna Melt,Sandwich,Non-Veg,Burger King,budget,Canada,Toronto,metro,4.42,175.4,408.5,31.8,20.0,41.3,1063.1,8.7,4.4,0
Tuna Melt,Sandwich,Non-Veg,Subway,budget,USA,Denver,tier-2,8.87,186.0,592.3,37.6,21.2,40.3,835.0,4.7,4.1,0
Four Cheese Pizza,Pizza,Veg,Subway,budget,India,Delhi,metro,1.8,162.6,175.8,8.5,11.7,34.2,833.8,5.0,3.4,1
Margherita Pizza,Pizza,Veg,Chili's,mid,USA,Spokane,tier-3,18.0,181.4,374.4,9.1,6.3,30.5,788.7,9.4,4.5,0
Mac and Cheese,Sides,Veg,TGI Fridays,mid,USA,Los Angeles,metro,11.08,111.0,91.9,6.6,10.3,53.7,222.0,4.0,3.9,0
Churros,Dessert,Veg,Ruth's Chris Steakhouse,premium,India,Ahmedabad,tier-2,6.29,165.0,458.3,4.7,25.1,73.5,240.6,61.9,4.4,0
Turkey Sandwich,Sandwich,Non-Veg,Shake Shack,mid,Australia,Melbourne,metro,17.76,191.6,410.8,34.7,9.6,43.0,810.2,3.6,3.8,0
Egg Salad Sandwich,Sandwich,Veg,Shake Shack,mid,Canada,Montreal,tier-2,6.72,164.1,598.1,14.2,28.0,47.0,723.7,4.0,2.8,0
Pepperoni Pizza,Pizza,Non-Veg,Five Guys,mid,USA,Denver,tier-2,10.62,177.4,401.1,19.2,9.7,12.2,710.5,1.4,4.0,0
Pepperoni Pizza,Pizza,Non-Veg,Pizza Hut,budget,India,Jaipur,tier-2,2.94,125.0,378.7,10.3,9.5,47.2,785.2,0.9,4.0,0
Classic Beef Burger,Burger,Non-Veg,Ruth's Chris Steakhouse,premium,UK,Birmingham,tier-2,25.86,185.9,455.9,25.5,36.6,29.4,896.6,8.6,3.0,0
Fish Fillet Burger,Burger,Non-Veg,Domino's,budget,Australia,Cairns,tier-3,4.44,243.4,467.5,31.4,25.2,39.5,1320.3,4.9,3.2,0
Mushroom Swiss Burger,Burger,Veg,McDonald's,budget,USA,Chicago,metro,5.38,339.3,529.6,23.1,24.5,36.9,706.5,9.0,4.8,0
Paneer Rice Bowl,Rice/Bowl,Veg,Wendy's,budget,India,Hyderabad,metro,3.65,338.3,420.8,27.0,10.3,75.9,811.8,0.8,4.7,0
Plant-Based Burger,Burger,Vegan,Wendy's,budget,Canada,Vancouver,metro,6.72,244.1,422.9,20.4,15.4,49.1,730.4,11.8,3.9,0
Tofu Rice Bowl,Rice/Bowl,Vegan,KFC,budget,USA,Denver,tier-2,10.42,429.5,506.3,10.4,12.1,86.4,710.9,7.3,3.5,1
Chicken Wings,Sides,Non-Veg,Chili's,mid,USA,Houston,metro,9.81,120.2,323.0,5.8,8.0,31.7,502.0,0.0,4.3,0
Ice Cream Sundae,Dessert,Veg,Burger King,budget,USA,New York,metro,4.67,128.7,217.0,7.6,2.6,70.7,92.1,39.1,4.0,1
Egg Fried Rice,Rice/Bowl,Veg,Ruth's Chris Steakhouse,premium,India,Bangalore,metro,7.38,382.9,780.0,24.6,23.3,53.5,1000.8,3.9,3.6,0
Greek Salad,Salad,Veg,Ruth's Chris Steakhouse,premium,UK,Manchester,metro,22.7,241.3,239.7,0.5,9.9,25.3,590.6,10.0,4.1,1
Cheesecake Slice,Dessert,Non-Veg,Shake Shack,mid,UK,Bath,tier-3,17.42,96.6,283.9,5.0,16.9,59.1,255.0,29.9,4.1,0
Waffles with Syrup,Dessert,Veg,Wendy's,budget,Canada,Ottawa,tier-2,2.38,137.5,495.1,9.5,7.9,65.1,156.8,33.3,2.2,1
Ice Cream Sundae,Dessert,Veg,Shake Shack,mid,India,Chennai,tier-2,6.74,111.6,437.7,8.5,6.6,75.8,276.1,58.1,4.3,0
Classic Beef Burger,Burger,Non-Veg,Nando's,mid,USA,Austin,tier-2,10.96,264.8,579.3,12.5,34.2,63.5,586.8,14.4,3.8,1
Mushroom Swiss Burger,Burger,Veg,Domino's,budget,UK,Leeds,tier-2,3.01,175.2,649.0,17.5,35.7,50.4,1130.8,13.7,3.5,0
Spicy Chicken Pizza,Pizza,Non-Veg,Subway,budget,USA,Denver,tier-2,6.26,142.6,283.0,12.1,10.7,51.9,965.1,7.8,4.4,0
Chicken BBQ Pizza,Pizza,Non-Veg,Shake Shack,mid,UK,Bristol,tier-2,18.19,172.1,288.3,12.7,10.8,38.7,550.2,5.3,3.8,0
Corn on the Cob,Sides,Veg,Ruth's Chris Steakhouse,premium,Canada,Calgary,tier-2,13.68,77.5,370.8,1.9,16.9,41.1,347.5,3.8,2.3,0
Grilled Chicken Salad,Salad,Non-Veg,Chili's,mid,India,Coimbatore,tier-3,7.23,222.0,314.3,6.0,9.0,6.8,198.0,6.46,3.5,0
Lemonade,Drink,Veg,Pizza Hut,budget,USA,New York,metro,1.85,383.5,130.9,6.6,0.0,15.8,13.2,15.01,3.3,0
Veggie Burger,Burger,Veg,Domino's,budget,USA,Austin,tier-2,6.1,229.5,392.3,22.7,33.1,57.5,879.0,11.4,4.0,0
Chocolate Brownie,Dessert,Veg,Subway,budget,Canada,Toronto,metro,3.77,164.9,426.9,4.4,36.0,75.8,338.4,44.9,3.9,0
Coconut Pudding,Dessert,Vegan,McDonald's,budget,UK,Norwich,tier-3,3.5,148.5,476.9,0.1,0.0,71.1,306.9,44.5,4.5,1
Cold Coffee,Drink,Veg,Shake Shack,mid,USA,Fargo,tier-3,6.41,474.2,341.3,3.1,0.0,29.1,59.1,27.645,4.1,1
Mushroom Risotto,Rice/Bowl,Veg,Applebee's,mid,Australia,Sydney,metro,9.75,312.1,383.4,19.0,5.3,57.9,915.4,9.4,3.2,0
Iced Tea,Drink,Veg,The Cheesecake Factory,premium,Australia,Townsville,tier-3,29.72,421.7,426.5,1.9,0.4,35.7,0.0,29.5,3.5,0
Double Smash Burger,Burger,Non-Veg,Applebee's,mid,India,Pune,tier-2,4.58,241.9,756.8,31.5,19.7,55.0,1010.8,12.5,4.3,0
Strawberry Milkshake,Drink,Veg,Subway,budget,Canada,Ottawa,tier-2,2.32,540.8,201.8,2.6,5.1,61.3,69.1,3.2,3.4,0
Philly Cheesesteak,Sandwich,Non-Veg,Taco Bell,budget,USA,Fargo,tier-3,3.23,198.4,724.3,23.6,23.2,25.8,694.5,8.6,2.8,1
Caprese Sandwich,Sandwich,Veg,Chili's,mid,USA,Austin,tier-2,19.16,176.0,483.6,8.4,22.6,57.4,645.5,3.9,3.7,0
Greek Salad,Salad,Veg,Taco Bell,budget,India,Jaipur,tier-2,3.49,219.3,56.8,6.1,9.5,19.2,459.8,15.3,3.8,1
Pepsi,Drink,Veg,Nando's,mid,India,Hyderabad,metro,3.91,238.2,177.4,0.0,5.5,51.0,67.6,23.2,4.1,1
Crispy Chicken Burger,Burger,Non-Veg,Wendy's,budget,Australia,Brisbane,tier-2,4.9,203.6,665.9,24.4,28.2,49.7,843.8,7.7,3.9,0
Spicy Jalapeño Burger,Burger,Non-Veg,Gordon Ramsay Bar & Grill,premium,Canada,Toronto,metro,48.04,227.1,697.3,34.2,29.4,61.9,1030.0,6.1,3.9,0
Chicken Sub,Sandwich,Non-Veg,Nando's,mid,Australia,Brisbane,tier-2,19.16,146.5,530.4,16.9,23.0,40.0,597.4,5.8,4.3,0
Caprese Salad,Salad,Veg,Ruth's Chris Steakhouse,premium,USA,Houston,metro,32.07,205.7,231.1,18.5,19.8,16.4,475.1,9.1,3.1,1
Spicy Jalapeño Burger,Burger,Non-Veg,Ruth's Chris Steakhouse,premium,USA,New York,metro,42.04,244.7,520.8,36.5,32.5,44.2,1004.7,7.2,4.0,0
Vegan BBQ Pizza,Pizza,Vegan,Taco Bell,budget,USA,Eugene,tier-3,5.98,120.7,300.8,13.3,6.3,45.5,716.5,8.6,4.0,1
Iced Tea,Drink,Veg,Wendy's,budget,India,Nagpur,tier-3,1.13,424.3,185.2,0.6,3.6,63.9,45.5,33.0,3.7,0
Loaded Fries with Bacon,Sides,Non-Veg,Ruth's Chris Steakhouse,premium,USA,Nashville,tier-2,11.24,155.6,492.2,4.8,20.3,20.7,388.3,0.0,4.3,0
Hummus Veggie Wrap,Sandwich,Vegan,Gordon Ramsay Bar & Grill,premium,India,Bangalore,metro,8.94,230.8,535.6,20.1,21.4,43.0,1006.5,11.6,3.9,0
Churros,Dessert,Veg,McDonald's,budget,India,Ahmedabad,tier-2,2.48,197.4,324.4,0.6,21.3,53.4,217.4,46.0,3.4,0
Onion Rings,Sides,Veg,Nobu,premium,UK,Manchester,metro,37.86,112.2,291.6,4.7,15.6,55.6,326.7,4.2,4.6,0
Crispy Chicken Burger,Burger,Non-Veg,Subway,budget,India,Coimbatore,tier-3,3.66,201.2,488.4,17.9,33.7,53.6,992.3,8.9,4.0,0
Tuna Niçoise Salad,Salad,Non-Veg,Wendy's,budget,Canada,Saskatoon,tier-3,7.36,221.4,88.2,14.4,18.5,28.7,738.7,13.8,4.0,0
Vegan Buddha Bowl,Salad,Vegan,Taco Bell,budget,Australia,Adelaide,tier-2,6.58,378.6,127.3,6.8,9.7,22.2,218.8,9.1,4.7,0
Coconut Water,Drink,Vegan,Applebee's,mid,Australia,Melbourne,metro,11.65,406.1,135.5,1.9,4.3,51.2,38.6,48.64,3.8,0
Prawn Fried Rice,Rice/Bowl,Non-Veg,Applebee's,mid,USA,Nashville,tier-2,19.67,256.4,519.5,20.0,12.0,59.4,739.2,7.0,2.8,0
Egg Salad Sandwich,Sandwich,Veg,Taco Bell,budget,USA,New York,metro,4.4,168.9,533.7,20.3,19.5,55.2,782.7,10.4,3.1,0
Mango Smoothie,Drink,Veg,Taco Bell,budget,USA,New York,metro,2.25,470.6,150.0,0.3,0.7,49.3,68.0,43.6,3.9,0
Vegan Smash Burger,Burger,Vegan,Taco Bell,budget,UK,Bristol,tier-2,6.92,146.8,575.1,33.1,5.2,34.7,815.5,9.8,3.2,0
Grilled Chicken Salad,Salad,Non-Veg,Shake Shack,mid,Australia,Sydney,metro,14.61,460.8,313.1,13.8,22.0,20.5,672.5,4.9,4.0,0
Paneer Tikka Pizza,Pizza,Veg,Chili's,mid,USA,Los Angeles,metro,13.78,171.6,262.8,9.4,15.3,47.7,458.7,4.8,4.5,0
Vegan Margherita,Pizza,Vegan,Wendy's,budget,USA,Austin,tier-2,4.59,161.5,328.2,15.3,10.2,42.8,791.3,6.7,2.8,0
Apple Pie,Dessert,Veg,Domino's,budget,India,Pune,tier-2,1.53,88.7,298.3,5.3,17.6,71.1,280.8,41.3,3.8,0
Pepsi,Drink,Veg,Five Guys,mid,Canada,Toronto,metro,5.47,439.7,134.1,4.1,0.0,51.2,58.3,36.2,4.4,0
Ham & Mushroom Pizza,Pizza,Non-Veg,Nobu,premium,Australia,Adelaide,tier-2,54.38,177.4,361.2,13.2,10.7,31.5,677.9,8.6,3.7,1
Veggie Burger,Burger,Veg,Taco Bell,budget,Australia,Adelaide,tier-2,4.3,246.6,460.0,6.0,29.5,58.1,692.5,6.2,3.1,0
Spicy Jalapeño Burger,Burger,Non-Veg,Wendy's,budget,UK,London,metro,6.42,255.6,488.8,14.2,29.3,51.0,905.4,14.4,3.6,0
Fanta Orange,Drink,Veg,TGI Fridays,mid,USA,Chicago,metro,9.99,458.7,202.1,0.0,5.0,29.1,52.0,27.645,4.3,0
Bread Pudding,Dessert,Non-Veg,Nobu,premium,India,Indore,tier-3,14.4,97.0,639.0,5.4,31.8,60.0,166.2,32.3,4.3,0
Mozzarella Sticks,Sides,Veg,McDonald's,budget,India,Jaipur,tier-2,2.39,87.8,255.2,10.4,14.8,32.8,71.6,2.4,4.7,0
Garden Salad,Salad,Veg,Shake Shack,mid,India,Jaipur,tier-2,3.15,298.2,174.9,11.3,0.0,21.8,808.9,8.6,2.4,0
Lamb Biryani,Rice/Bowl,Non-Veg,Shake Shack,mid,India,Delhi,metro,5.21,335.0,406.7,31.8,16.0,52.2,541.3,6.8,2.6,1
Egg Fried Rice,Rice/Bowl,Veg,Ruth's Chris Steakhouse,premium,USA,Nashville,tier-2,47.08,301.8,662.5,14.9,21.2,47.8,949.8,9.0,4.0,1
Black Bean Burger,Burger,Veg,Five Guys,mid,India,Coimbatore,tier-3,8.81,156.8,537.8,22.1,25.3,59.5,745.1,10.5,4.3,0
Ham & Mushroom Pizza,Pizza,Non-Veg,McDonald's,budget,USA,Fargo,tier-3,5.11,171.4,305.8,11.7,8.5,10.5,573.1,6.4,3.2,0
Greek Salad,Salad,Veg,Five Guys,mid,India,Chennai,tier-2,7.21,236.4,289.7,12.2,7.2,29.7,511.7,7.9,3.7,0
Veggie Sub,Sandwich,Veg,Five Guys,mid,UK,Manchester,metro,12.02,189.3,358.9,24.2,3.4,26.3,390.2,0.9,4.3,1
Spicy Jalapeño Burger,Burger,Non-Veg,McDonald's,budget,India,Hyderabad,metro,1.42,288.6,483.3,26.4,27.6,47.7,941.4,15.4,4.1,1
Paneer Tikka Pizza,Pizza,Veg,Taco Bell,budget,UK,Manchester,metro,5.98,154.3,365.6,12.8,10.3,30.6,605.8,6.2,3.6,0
Vegan BLT,Sandwich,Vegan,Wendy's,budget,UK,Glasgow,tier-2,4.52,259.5,349.8,13.6,15.1,38.9,878.4,10.3,4.5,1
Vegan Burrito Bowl,Rice/Bowl,Vegan,Burger King,budget,UK,Birmingham,tier-2,5.51,283.4,495.5,16.3,8.6,87.1,570.0,7.9,4.4,0
Sprite,Drink,Veg,McDonald's,budget,Canada,Vancouver,metro,4.5,438.9,133.5,4.1,0.0,49.4,37.7,41.2,4.7,0
Roasted Veggie Salad,Salad,Vegan,Subway,budget,USA,Austin,tier-2,4.29,315.5,191.1,20.1,5.2,26.8,265.9,9.6,3.5,0
Chocolate Milkshake,Drink,Veg,Nando's,mid,Canada,Regina,tier-3,5.17,311.8,395.8,0.0,2.8,37.6,61.4,35.72,3.1,0
Almond Milk Shake,Drink,Vegan,Wendy's,budget,India,Pune,tier-2,0.7,462.6,80.4,3.5,3.1,14.8,0.0,14.06,4.7,0
Beyond Meat Burger,Burger,Vegan,Wendy's,budget,India,Coimbatore,tier-3,1.79,305.0,602.0,12.8,29.0,58.7,937.5,12.3,4.2,0
BLT Sandwich,Sandwich,Non-Veg,Burger King,budget,India,Mumbai,metro,1.87,208.8,561.1,25.7,3.9,54.9,1022.9,5.9,4.1,0
Crispy Chicken Burger,Burger,Non-Veg,Five Guys,mid,UK,Bristol,tier-2,17.91,215.5,472.6,22.2,36.0,60.3,1012.7,12.6,4.7,1
Tiramisu,Dessert,Non-Veg,Subway,budget,USA,Houston,metro,3.07,261.2,491.4,9.2,21.0,20.5,197.3,19.474999999999998,3.5,1
Mushroom Risotto,Rice/Bowl,Veg,TGI Fridays,mid,India,Hyderabad,metro,4.32,385.1,521.4,17.8,19.6,62.6,950.7,5.5,4.2,0
Mushroom Swiss Burger,Burger,Veg,Taco Bell,budget,Canada,Kelowna,tier-3,6.69,238.9,329.6,25.9,22.9,40.7,1109.2,10.3,3.5,0
Spicy Jalapeño Burger,Burger,Non-Veg,Nando's,mid,USA,New York,metro,14.83,231.2,669.3,24.0,24.8,64.0,1213.3,6.3,3.6,0
Vanilla Shake,Drink,Veg,McDonald's,budget,India,Mumbai,metro,1.31,461.0,208.8,3.3,0.0,60.0,51.0,5.3,4.0,0
Garden Salad,Salad,Veg,KFC,budget,India,Hyderabad,metro,3.57,199.6,170.5,4.4,9.2,31.2,291.2,7.9,3.4,0
Egg Salad Sandwich,Sandwich,Veg,Domino's,budget,USA,Chicago,metro,7.15,167.7,396.8,18.4,24.8,48.6,848.8,7.3,4.3,0
Lamb Biryani,Rice/Bowl,Non-Veg,Nando's,mid,India,Jaipur,tier-2,8.61,337.9,581.6,26.6,9.8,90.0,1122.2,12.7,3.6,0
Crispy Chicken Burger,Burger,Non-Veg,Wendy's,budget,USA,Chicago,metro,8.21,230.9,442.3,36.1,22.9,36.2,873.1,7.8,3.6,1
Garden Salad,Salad,Veg,Domino's,budget,India,Delhi,metro,3.49,238.5,285.5,0.7,10.4,19.9,549.0,7.8,3.6,1
Potato Wedges,Sides,Veg,Ruth's Chris Steakhouse,premium,India,Indore,tier-3,5.56,213.6,374.9,2.2,15.1,26.3,246.4,0.0,4.4,0
Garden Fresh Pizza,Pizza,Veg,Pizza Hut,budget,India,Coimbatore,tier-3,1.55,183.7,301.2,12.9,10.3,37.1,748.6,4.1,3.3,0
Tuna Niçoise Salad,Salad,Non-Veg,Burger King,budget,USA,Chicago,metro,2.97,190.1,185.3,20.2,16.5,19.7,415.2,11.2,2.5,1
Black Bean Burger,Burger,Veg,Pizza Hut,budget,UK,Manchester,metro,6.73,233.6,481.0,19.5,27.0,63.9,467.9,8.7,4.0,1
Mac and Cheese,Sides,Veg,Shake Shack,mid,USA,Spokane,tier-3,7.18,191.8,196.5,9.3,1.9,41.2,414.0,3.6,3.3,0
Vegan BLT,Sandwich,Vegan,TGI Fridays,mid,India,Mumbai,metro,4.38,215.0,385.7,15.3,14.0,54.4,912.4,14.0,3.7,0
Paneer Tikka Pizza,Pizza,Veg,Wendy's,budget,UK,Norwich,tier-3,10.12,164.3,318.1,9.5,6.0,30.4,619.9,2.7,3.8,0
Cheesecake Slice,Dessert,Non-Veg,Chili's,mid,India,Bangalore,metro,3.19,115.7,286.8,5.8,24.3,35.6,76.4,33.82,3.5,0
Caesar Salad,Salad,Veg,Nando's,mid,India,Mumbai,metro,3.13,329.9,124.9,12.6,0.9,19.5,404.5,7.5,4.1,0
