learner_id,fsi_category,related_language,prior_languages,age_started,total_study_hours,active_use_share,immersion_months,speaking_practice,feedback_quality,comprehensible_input_hours,uses_srs,motivation,consistency,accent_nativelike,cefr_level,reached_fluency,dropped_out
LNR024518,1,1,1,30,180,0.145,0.0,5.13,3.12,70,0,4.76,4.28,7.73,A1,0,1
LNR024519,3,0,0,11,130,0.554,0.0,7.07,6.87,80,1,6.29,7.99,6.9,A2,0,0
LNR024520,2,1,1,23,660,0.52,0.0,4.56,7.25,450,0,4.42,8.05,3.98,C1,1,0
LNR024521,4,0,1,30,310,0.609,0.0,4.92,6.93,130,0,6.44,8.64,4.91,A2,0,0
LNR024522,4,0,0,25,810,0.096,2.6,2.48,7.26,280,0,4.03,6.77,7.97,A1,0,0
LNR024523,1,0,1,47,620,0.331,0.0,5.15,7.79,370,1,2.1,7.86,6.68,B1,0,1
LNR024524,2,1,1,34,300,0.487,0.0,4.02,1.0,200,0,4.82,4.03,5.2,A2,0,0
LNR024525,3,1,0,22,580,0.171,0.0,3.59,3.71,240,0,3.06,6.41,6.41,A2,0,1
LNR024526,1,0,0,39,660,0.765,0.0,9.44,4.03,480,0,2.41,5.02,4.16,C1,1,0
LNR024527,4,0,1,24,260,0.284,0.0,6.5,5.13,140,0,0.87,5.8,4.99,A1,0,1
LNR024528,2,0,0,49,310,0.19,0.0,2.5,6.45,190,0,9.65,7.81,4.81,A1,0,0
LNR024529,1,1,1,34,680,0.484,3.7,4.09,3.24,500,1,5.18,6.35,7.22,C2,1,0
LNR024530,1,0,2,25,820,0.231,0.0,8.92,5.68,410,1,7.02,7.18,5.38,B2,1,0
LNR024531,1,0,0,19,70,0.365,1.5,8.15,5.85,50,0,8.25,9.56,5.02,A1,0,0
LNR024532,2,1,2,19,460,0.397,1.1,6.86,4.12,230,0,6.56,9.19,8.27,C1,1,0
LNR024533,4,0,3,35,1120,0.63,0.0,4.52,3.83,580,0,3.62,9.78,4.84,B1,0,1
LNR024534,4,0,0,24,840,0.231,2.2,6.79,2.05,260,0,6.42,6.1,6.7,A2,0,0
LNR024535,2,0,0,26,420,0.631,14.2,6.5,5.31,330,1,5.89,4.5,8.09,B2,1,0
LNR024536,2,0,0,33,600,0.465,0.0,5.44,5.31,470,1,4.85,7.77,7.12,B2,1,0
LNR024537,4,1,0,46,960,0.248,0.0,6.11,3.93,560,0,3.66,6.28,0.68,A1,0,1
LNR024538,1,0,1,35,300,0.245,0.0,6.63,5.14,200,1,3.97,3.47,4.57,A2,0,1
LNR024539,4,0,2,33,230,0.207,0.0,4.51,4.3,120,1,4.41,3.73,2.27,A0,0,1
LNR024540,2,0,1,22,990,0.636,4.0,5.42,4.05,760,0,3.59,7.57,5.31,C1,1,0
LNR024541,3,0,3,35,810,0.624,0.0,2.04,6.05,580,0,6.96,4.63,3.63,B2,1,0
LNR024542,1,1,0,28,350,0.174,1.1,9.33,1.75,120,1,4.69,5.92,3.81,B1,0,0
LNR024543,1,0,2,29,350,0.209,0.0,6.89,2.95,120,0,1.41,6.44,5.47,A1,0,1
LNR024544,1,1,0,24,550,0.242,7.4,3.85,6.12,170,0,2.51,4.89,5.4,B2,1,0
LNR024545,3,0,0,26,890,0.373,0.0,6.53,3.3,630,0,2.88,4.34,5.23,B1,0,1
LNR024546,4,0,0,34,520,0.464,0.0,5.46,0.93,260,0,6.41,3.93,3.81,A2,0,0
LNR024547,1,0,2,23,220,0.265,0.0,6.31,8.51,120,0,8.0,6.39,6.64,A1,0,0
LNR024548,1,0,0,8,740,0.44,0.0,4.45,6.82,430,1,6.59,6.8,7.01,B2,1,0
LNR024549,1,1,3,27,260,0.687,10.6,9.73,5.36,160,1,6.92,8.82,5.25,C2,1,0
LNR024550,3,0,0,53,880,0.475,0.0,4.39,8.16,680,0,6.31,8.66,2.99,C1,1,0
LNR024551,3,1,1,29,180,0.145,0.0,7.86,6.57,130,0,10.0,9.11,4.65,A0,0,0
LNR024552,4,0,0,17,680,0.859,5.1,9.78,5.25,480,0,6.87,8.31,8.03,C1,1,0
LNR024553,4,0,0,22,310,0.62,0.0,9.74,5.86,120,0,5.39,8.49,9.63,A2,0,0
LNR024554,4,0,1,23,740,0.404,0.0,5.97,7.92,500,1,5.5,9.84,6.53,B1,0,1
LNR024555,3,0,1,34,670,0.164,0.0,5.48,6.35,430,0,5.51,6.5,5.35,A2,0,1
LNR024556,4,0,1,35,470,0.718,6.0,7.37,0.69,180,0,0.74,7.34,3.67,A2,0,1
LNR024557,2,1,1,32,230,0.616,0.0,5.37,4.98,150,1,6.39,1.49,4.92,A2,0,0
LNR024558,3,0,1,6,180,0.117,0.6,0.0,5.5,130,0,3.81,8.67,4.1,A0,0,1
LNR024559,3,0,1,19,390,0.426,6.4,3.32,7.64,130,0,4.64,4.15,9.71,A2,0,1
LNR024560,3,0,3,20,760,0.393,3.7,9.16,6.91,410,1,6.07,4.3,8.23,B2,1,0
LNR024561,1,0,1,48,150,0.448,0.0,6.6,3.53,60,0,2.19,5.59,2.4,A1,0,1
LNR024562,3,0,1,12,1300,0.547,0.0,6.44,0.58,660,1,8.19,6.89,5.92,C1,1,0
LNR024563,3,0,1,56,540,0.159,0.0,7.93,7.17,370,0,3.87,7.23,1.45,A2,0,1
LNR024564,2,0,1,27,1060,0.056,0.0,6.25,4.77,390,0,2.65,4.75,6.46,B2,1,0
LNR024565,4,1,0,29,590,0.379,0.0,5.62,5.23,420,0,5.5,6.09,6.48,A2,0,1
LNR024566,4,0,0,19,590,0.799,0.0,6.66,0.0,380,0,5.17,5.1,8.79,A2,0,0
LNR024567,4,0,2,13,640,0.385,0.0,9.36,4.43,400,0,1.58,9.86,5.11,A2,0,1
LNR024568,3,0,0,30,120,0.352,0.0,1.22,7.14,90,1,6.51,8.86,7.68,A0,0,0
LNR024569,1,0,0,19,140,0.22,0.0,5.16,7.84,70,1,3.64,7.9,6.01,A1,0,0
LNR024570,2,0,0,31,450,0.639,1.0,7.46,4.47,220,0,2.71,4.91,4.43,C1,1,0
LNR024571,4,0,1,22,800,0.649,0.0,7.74,0.46,490,1,2.49,4.37,6.53,A2,0,1
LNR024572,2,1,2,19,810,0.642,0.0,9.2,3.71,450,0,5.6,6.54,5.48,C2,1,0
LNR024573,4,0,0,51,2000,0.767,0.0,4.6,4.55,1190,1,2.83,5.15,3.55,B2,1,0
LNR024574,2,1,0,6,760,0.051,0.0,1.64,1.05,580,0,7.25,8.31,7.62,A2,0,0
LNR024575,1,0,0,14,1010,0.482,0.0,6.43,5.26,800,0,6.79,8.61,8.21,C1,1,0
LNR024576,4,0,0,41,650,0.213,0.0,5.2,5.05,370,0,7.52,8.59,5.29,A0,0,1
LNR024577,1,0,2,17,800,0.536,0.0,5.1,3.17,290,1,4.38,9.76,8.19,C2,1,0
LNR024578,2,0,0,36,110,0.458,0.0,5.48,6.01,40,1,4.51,8.44,5.6,A1,0,1
LNR024579,2,1,0,29,170,0.263,0.0,6.48,4.18,100,1,6.29,7.83,4.48,A1,0,1
LNR024580,1,0,0,34,100,0.02,0.0,3.06,6.14,70,1,4.81,6.6,5.35,A0,0,1
LNR024581,1,0,0,27,990,0.088,0.0,5.69,5.19,450,0,7.28,9.05,5.28,B2,1,0
LNR024582,3,0,1,27,560,0.449,0.0,2.36,4.6,260,1,3.9,6.3,8.22,B2,1,0
LNR024583,3,0,0,35,490,0.517,0.0,8.4,0.0,330,0,6.39,5.86,3.02,A2,0,0
LNR024584,1,1,0,29,580,0.577,0.0,10.0,4.34,290,1,2.81,6.08,2.48,B2,1,0
LNR024585,4,0,1,28,530,0.088,7.7,0.29,6.38,330,1,4.21,5.28,4.37,A0,0,1
LNR024586,2,0,0,27,280,0.404,0.0,7.85,1.78,130,1,2.38,6.52,3.83,A2,0,0
LNR024587,1,0,1,23,940,0.25,0.0,6.52,8.47,400,0,2.92,3.95,3.65,C1,1,0
LNR024588,4,0,0,29,520,0.281,0.0,6.13,3.13,360,1,4.61,6.33,4.11,A1,0,1
LNR024589,4,1,1,34,1190,0.591,0.1,1.66,3.38,540,1,3.11,3.61,0.95,B1,0,1
LNR024590,4,0,1,16,200,0.238,0.0,1.0,0.84,140,0,2.65,6.2,8.9,A0,0,1
LNR024591,1,1,0,21,60,0.573,10.2,8.34,6.08,30,1,9.49,10.0,5.77,A2,0,0
LNR024592,3,0,0,17,570,0.377,5.7,7.85,5.62,320,1,4.71,8.19,8.71,A2,0,1
LNR024593,1,0,0,38,1540,0.145,0.0,6.74,5.67,760,1,3.77,8.43,5.57,C1,1,0
LNR024594,4,0,0,22,570,0.621,0.0,3.56,9.69,420,0,6.69,5.22,8.51,B1,0,1
LNR024595,1,0,3,26,730,0.135,0.0,5.66,4.94,410,1,10.0,6.15,3.63,B2,1,0
LNR024596,4,0,0,10,590,0.429,0.7,5.54,5.62,430,1,6.63,8.9,7.88,A2,0,1
LNR024597,4,1,1,38,330,0.336,7.6,7.49,4.31,130,1,3.07,6.98,6.22,A2,0,1
LNR024598,1,1,1,27,390,0.331,0.0,1.78,2.46,220,1,1.65,3.31,5.0,A2,0,1
LNR024599,1,0,0,42,830,0.089,5.7,4.47,5.82,530,0,5.81,9.63,5.71,C1,1,0
LNR024600,1,1,1,20,1050,0.737,0.0,4.5,3.86,700,1,4.41,10.0,5.32,C2,1,0
LNR024601,1,0,0,23,230,0.662,1.8,4.98,4.53,160,1,7.89,8.15,6.57,B1,0,1
LNR024602,1,0,1,32,970,0.463,1.1,1.01,2.12,550,1,2.54,5.49,2.67,C1,1,0
LNR024603,1,1,2,27,890,0.396,0.0,6.45,1.97,500,0,3.52,7.51,4.91,C1,1,0
LNR024604,3,1,1,17,80,0.527,0.0,8.91,5.85,50,0,3.21,2.62,7.17,A0,0,0
LNR024605,2,0,1,28,370,0.318,0.0,7.29,8.88,180,0,6.81,5.08,6.31,A2,0,1
LNR024606,1,1,0,25,130,0.274,0.0,5.74,3.83,80,0,2.57,1.15,7.57,A2,0,1
LNR024607,3,0,1,6,270,0.06,0.0,3.38,3.72,180,1,1.44,9.13,6.25,A0,0,1
LNR024608,4,0,0,20,320,0.239,1.4,6.23,3.17,220,0,2.32,4.9,6.18,A0,0,1
LNR024609,1,1,0,20,40,0.725,0.0,9.81,7.59,30,0,6.39,3.79,8.17,A1,0,0
LNR024610,1,1,0,34,60,0.313,0.0,8.89,7.65,40,0,6.97,5.05,3.07,A0,0,0
LNR024611,4,0,1,30,480,0.496,0.0,3.44,6.35,290,1,7.74,8.06,5.98,A2,0,0
LNR024612,2,0,0,17,40,0.379,0.0,5.92,6.16,30,0,4.8,7.24,5.49,A0,0,1
LNR024613,2,1,0,35,1670,0.481,0.0,4.3,4.09,860,0,5.51,9.07,5.93,C2,1,0
LNR024614,1,0,0,14,180,0.365,0.0,8.94,3.39,110,0,1.99,4.17,9.33,A1,0,1
LNR024615,3,0,1,30,180,0.456,3.4,5.99,4.1,140,1,3.15,5.73,5.51,A1,0,1
LNR024616,4,0,2,36,760,0.37,4.3,3.11,6.86,600,0,6.24,10.0,5.09,A2,0,0
LNR024617,1,0,1,50,530,0.375,1.2,3.33,4.98,210,0,3.73,5.57,5.53,C1,1,0
LNR024618,1,0,0,19,510,0.627,0.5,2.38,3.76,390,0,6.3,7.88,7.73,B2,1,0
LNR024619,2,0,1,31,180,0.157,0.0,7.17,6.01,100,0,5.98,8.23,5.55,A1,0,0
LNR024620,1,0,1,23,920,0.229,9.3,10.0,5.41,430,1,4.3,4.79,6.47,C2,1,0
LNR024621,1,1,0,14,140,0.725,5.7,6.62,3.77,110,0,0.2,2.11,6.48,B1,0,1
LNR024622,1,0,0,30,810,0.414,0.0,5.21,4.28,450,0,2.6,10.0,5.7,B2,1,0
LNR024623,1,0,0,34,130,0.299,0.9,8.56,4.6,70,0,6.95,4.6,6.33,A1,0,0
LNR024624,3,1,1,28,250,0.174,0.8,7.8,5.39,120,0,4.0,3.24,5.21,A1,0,1
LNR024625,1,1,1,44,1130,0.118,0.0,3.13,1.9,630,0,8.38,9.49,2.97,B2,1,0
LNR024626,2,0,1,6,50,0.577,0.0,0.76,3.37,20,0,7.37,4.32,10.0,A0,0,1
LNR024627,3,0,0,25,390,0.302,7.0,2.94,2.46,120,0,5.92,5.54,7.38,A2,0,0
LNR024628,4,0,1,27,410,0.517,2.0,2.39,4.46,180,1,3.67,9.55,6.95,A1,0,1
LNR024629,4,1,0,11,290,0.811,0.0,10.0,6.24,190,1,2.89,1.79,9.82,A1,0,1
LNR024630,3,0,0,37,1440,0.168,3.1,9.26,9.42,1040,0,2.93,5.45,4.52,C2,1,0
LNR024631,2,1,0,28,330,0.684,0.0,4.19,7.17,230,0,3.71,6.75,4.53,B2,1,0
LNR024632,2,1,1,16,470,0.369,0.0,6.46,8.15,320,0,5.16,6.87,3.4,B2,1,0
LNR024633,4,0,2,42,470,0.436,4.6,9.69,8.84,200,0,5.56,6.46,4.32,A2,0,1
LNR024634,4,0,3,25,430,0.193,0.0,5.39,2.64,340,0,1.16,6.5,8.38,A1,0,1
LNR024635,4,1,0,14,900,0.187,4.2,7.38,5.41,610,1,0.52,7.8,7.39,B1,0,0
LNR024636,3,0,1,21,320,0.181,0.5,2.06,5.27,200,0,0.92,3.4,5.26,A1,0,0
LNR024637,1,0,0,17,600,0.069,0.0,6.77,2.33,190,0,9.3,6.98,3.89,B1,0,1
LNR024638,2,1,1,33,120,0.299,0.0,4.52,4.77,80,1,6.28,7.2,8.81,A0,0,1
LNR024639,1,1,1,17,670,0.252,0.0,7.41,5.66,320,0,3.14,7.33,7.34,B2,1,0
LNR024640,4,0,0,23,1150,0.138,0.0,2.5,8.16,560,1,5.88,5.65,6.8,A1,0,1
LNR024641,1,1,0,30,1320,0.366,5.3,8.96,5.0,560,1,5.36,3.22,6.75,C2,1,0
LNR024642,2,0,0,29,410,0.863,5.1,5.16,10.0,280,0,3.92,6.41,7.82,C1,1,0
LNR024643,2,0,0,25,740,0.361,0.0,5.54,4.11,350,0,2.93,8.65,5.43,A2,0,1
LNR024644,3,0,0,26,1190,0.242,2.0,5.79,6.47,870,0,4.21,6.85,6.06,A2,0,0
LNR024645,1,0,2,39,770,0.071,1.1,5.55,7.99,460,1,3.66,5.48,5.13,A2,0,1
LNR024646,1,0,1,40,1600,0.438,0.0,8.53,5.61,1060,1,6.76,10.0,4.73,C2,1,0
LNR024647,4,0,1,38,720,0.646,2.0,7.57,5.06,320,0,5.63,5.76,2.55,B1,0,0
LNR024648,1,0,0,25,1120,0.114,0.0,6.36,6.33,380,0,4.77,3.49,6.58,B2,1,0
LNR024649,3,0,1,30,660,0.522,0.0,5.45,3.95,420,1,5.49,4.06,4.26,A2,0,0
LNR024650,2,0,1,24,630,0.332,0.0,4.43,5.58,500,0,6.59,7.63,5.11,B2,1,0
LNR024651,3,1,2,42,270,0.329,7.9,8.26,6.21,170,1,6.5,4.97,6.88,A2,0,0
LNR024652,4,0,1,47,260,0.551,0.0,7.11,6.77,170,0,1.85,5.09,4.82,A1,0,1
LNR024653,3,1,1,22,1050,0.59,6.6,8.59,3.48,780,0,4.31,9.05,5.39,C1,1,0
LNR024654,1,1,0,9,1050,0.708,0.6,5.85,4.63,560,1,5.39,7.27,10.0,C2,1,0
LNR024655,3,0,0,21,520,0.685,0.0,10.0,4.92,370,0,7.73,6.85,5.5,B1,0,1
LNR024656,1,0,0,32,770,0.422,0.0,1.07,5.67,290,0,6.11,4.1,2.15,B2,1,0
LNR024657,2,0,0,24,50,0.361,0.0,7.01,3.78,20,1,2.4,5.73,4.88,A0,0,0
LNR024658,1,0,1,24,110,0.602,0.0,5.38,2.18,40,1,4.96,4.93,6.58,A2,0,1
LNR024659,4,0,0,18,180,0.345,1.3,6.86,4.74,70,0,7.28,9.6,6.62,A0,0,1
LNR024660,4,0,3,51,810,0.645,6.3,3.99,2.23,480,0,8.19,7.72,6.34,B1,0,1
LNR024661,1,1,1,36,950,0.425,1.6,6.48,6.79,330,0,2.29,5.81,3.07,C2,1,0
LNR024662,2,0,3,30,220,0.23,8.2,3.78,6.98,70,1,3.45,4.7,6.34,A2,0,0
LNR024663,2,0,0,46,100,0.405,0.0,7.34,2.18,40,0,10.0,10.0,5.72,A1,0,0
LNR024664,2,1,1,37,1210,0.202,3.8,8.77,4.02,400,1,3.41,9.04,1.94,C1,1,0
LNR024665,2,0,0,30,500,0.448,0.0,8.29,7.03,240,0,6.78,10.0,4.57,B2,1,0
LNR024666,2,0,3,33,570,0.439,0.0,8.15,4.38,350,1,5.11,8.56,3.46,B2,1,0
LNR024667,3,0,0,24,930,0.689,3.1,6.26,4.61,390,0,7.02,8.73,5.15,C1,1,0
LNR024668,2,0,1,22,660,0.049,0.0,4.39,2.49,250,0,8.42,7.76,6.2,A2,0,0
LNR024669,3,1,1,37,1480,0.459,0.0,3.72,4.39,1150,0,6.92,3.34,4.73,C1,1,0
LNR024670,3,0,1,32,960,0.326,2.6,6.03,5.36,440,0,2.93,4.51,5.71,B1,0,0
LNR024671,3,0,2,31,680,0.497,13.6,9.81,5.13,420,0,2.56,8.53,3.67,C1,1,0
LNR024672,1,0,1,41,810,0.117,0.0,6.34,3.79,420,0,10.0,6.33,4.04,A2,0,0
LNR024673,3,1,0,25,500,0.557,0.0,7.07,5.72,330,0,3.75,4.5,7.0,B1,0,0
LNR024674,1,1,0,51,400,0.435,8.7,4.64,6.67,190,1,6.65,6.63,3.0,B2,1,0
LNR024675,4,0,1,24,2320,0.281,0.0,3.91,2.99,970,0,1.65,5.38,6.76,B1,0,0
LNR024676,1,0,0,58,1150,0.287,1.2,6.21,5.2,690,0,8.53,8.72,0.26,C2,1,0
LNR024677,3,1,0,30,190,0.453,0.0,7.75,7.34,130,0,7.06,7.79,9.3,A2,0,0
LNR024678,4,0,0,22,290,0.333,2.1,7.18,1.17,230,1,5.56,2.3,7.48,A1,0,1
LNR024679,3,0,2,20,710,0.511,2.4,7.42,7.12,390,1,7.44,2.35,7.36,B2,1,0
LNR024680,1,0,1,26,160,0.308,0.0,2.64,3.7,80,0,2.32,5.81,4.05,A1,0,1
LNR024681,4,1,0,32,150,0.672,0.0,5.73,4.26,70,0,7.72,5.88,5.46,A0,0,1
LNR024682,1,0,1,21,40,0.433,0.0,5.61,2.91,30,0,4.02,10.0,6.82,A0,0,0
LNR024683,4,1,1,22,80,0.423,4.8,7.48,8.71,60,0,6.59,9.17,8.56,A0,0,0
LNR024684,1,0,3,14,600,0.779,0.0,9.69,2.73,370,0,6.28,9.17,7.62,C1,1,0
LNR024685,1,0,1,39,640,0.57,0.0,5.44,2.05,380,1,1.9,6.68,0.78,C2,1,0
LNR024686,3,1,1,18,730,0.569,0.0,7.18,4.46,370,1,4.74,6.17,8.86,C1,1,0
LNR024687,4,0,0,40,290,0.103,0.0,4.06,2.73,120,1,6.83,3.94,2.99,A0,0,0
LNR024688,1,0,2,49,160,0.293,0.0,3.74,0.55,80,1,6.31,4.29,3.49,A1,0,1
LNR024689,1,0,1,34,210,0.153,0.9,4.26,7.38,150,0,3.13,4.51,6.39,A2,0,1
LNR024690,2,1,2,51,620,0.584,3.4,6.72,2.91,350,0,0.0,3.6,1.64,C1,1,0
LNR024691,3,0,1,27,420,0.589,0.0,4.81,8.99,260,1,3.27,5.12,2.66,B1,0,1
LNR024692,3,0,1,39,480,0.142,1.0,6.01,5.31,330,1,4.93,9.4,6.86,A2,0,1
LNR024693,4,0,3,42,230,0.435,2.7,5.38,6.39,100,1,6.86,6.78,2.71,A1,0,0
LNR024694,3,1,1,55,300,0.399,0.8,7.29,4.47,160,1,5.29,6.7,2.85,A2,0,1
LNR024695,4,0,1,31,570,0.293,3.6,6.04,6.28,200,0,7.23,6.88,2.27,A2,0,1
LNR024696,2,1,0,38,630,0.162,0.0,0.95,10.0,480,1,5.46,9.91,4.2,B1,0,1
LNR024697,3,0,2,31,620,0.377,1.2,6.51,5.6,390,0,3.94,3.21,3.15,A2,0,0
LNR024698,4,0,1,31,200,0.674,0.0,6.99,4.33,130,0,3.81,6.52,5.34,A1,0,1
LNR024699,2,0,2,29,520,0.717,0.0,7.05,4.78,160,1,7.9,5.59,3.2,B2,1,0
LNR024700,3,0,1,9,230,0.145,0.0,3.44,7.23,160,1,5.46,4.34,9.6,A1,0,0
LNR024701,1,0,2,30,480,0.803,0.0,7.63,5.23,270,0,6.69,9.75,7.37,B2,1,0
LNR024702,4,1,0,38,430,0.806,2.7,10.0,0.23,260,0,7.26,6.17,4.0,A1,0,1
LNR024703,4,0,0,20,850,0.139,4.8,6.04,3.7,460,0,7.8,2.57,8.17,A1,0,1
LNR024704,3,1,1,26,560,0.196,0.0,9.48,2.69,200,0,1.53,6.44,5.53,A2,0,0
LNR024705,3,0,2,36,710,0.306,0.0,5.21,5.97,460,1,4.91,9.52,4.95,B1,0,0
LNR024706,3,0,1,26,160,0.647,0.0,3.08,5.49,100,0,2.2,5.05,5.84,A1,0,1
LNR024707,1,0,1,39,590,0.663,0.0,6.09,3.63,300,0,5.34,7.78,4.64,C1,1,0
LNR024708,1,0,0,32,610,0.067,0.0,2.92,8.96,480,0,3.5,5.7,4.62,A2,0,1
LNR024709,1,0,0,24,580,0.455,0.0,7.85,1.84,290,0,3.65,6.23,9.18,B2,1,0
LNR024710,3,0,0,24,850,0.51,0.0,8.44,5.74,370,1,6.54,4.82,4.39,B2,1,0
LNR024711,1,1,1,37,2520,0.159,0.0,7.7,5.16,1080,0,2.71,3.88,3.86,C2,1,0
LNR024712,1,1,4,28,1260,0.742,0.0,6.67,2.65,850,0,2.9,4.58,5.71,C2,1,0
LNR024713,3,0,1,18,950,0.211,0.0,5.59,4.78,640,0,0.0,5.78,8.97,B1,0,1
LNR024714,3,0,2,30,210,0.195,0.6,5.08,3.06,130,0,5.18,3.65,3.7,A1,0,0
LNR024715,1,0,1,21,410,0.358,6.4,4.72,5.04,140,1,4.9,7.76,5.1,B1,0,1
LNR024716,4,1,1,17,1060,0.399,0.0,3.28,2.37,340,0,5.03,5.31,6.6,A2,0,1
LNR024717,4,1,2,30,1310,0.309,0.0,8.54,3.62,950,0,4.37,5.46,6.94,B1,0,1
LNR024718,2,1,1,50,1330,0.66,0.0,9.87,6.71,960,0,3.62,4.7,4.11,C2,1,0
LNR024719,2,0,2,35,390,0.213,0.0,6.16,6.29,220,0,3.6,3.44,4.89,A1,0,1
LNR024720,1,0,2,33,660,0.228,4.3,10.0,5.39,210,0,3.87,4.97,4.87,C1,1,0
LNR024721,4,1,2,26,840,0.129,0.0,3.69,2.18,600,0,4.31,7.89,7.23,A1,0,1
LNR024722,3,0,0,24,550,0.729,0.0,4.9,8.87,420,0,6.32,6.34,5.45,B1,0,0
LNR024723,3,0,0,41,570,0.07,0.0,4.85,4.89,360,0,4.45,9.85,3.69,A1,0,1
LNR024724,1,0,0,39,720,0.821,6.1,3.23,6.32,460,0,7.73,5.61,2.9,C2,1,0
LNR024725,3,0,1,35,630,0.393,0.0,7.34,0.82,380,1,8.47,4.45,3.24,B1,0,1
LNR024726,2,0,1,27,330,0.499,0.0,4.28,6.58,210,1,4.22,5.26,6.7,B1,0,1
LNR024727,4,1,0,19,1630,0.69,3.5,2.57,4.72,920,0,6.42,5.88,8.0,B2,1,0
LNR024728,2,0,0,34,890,0.124,1.2,0.58,6.42,560,1,3.77,7.33,5.8,B2,1,0
LNR024729,3,0,0,31,410,0.09,0.0,8.96,6.56,180,0,7.46,7.38,4.67,A1,0,0
LNR024730,3,0,0,52,190,0.14,1.3,6.43,4.28,100,0,6.65,4.58,1.71,A0,0,1
LNR024731,3,0,0,21,760,0.267,0.0,1.85,4.01,570,0,4.46,7.23,4.79,A2,0,1
LNR024732,2,1,1,21,140,0.155,1.7,5.13,2.57,60,0,3.17,9.49,9.76,A0,0,0
LNR024733,3,0,0,42,980,0.463,0.0,8.91,1.84,700,0,5.84,8.55,5.15,C1,1,0
LNR024734,3,0,0,33,470,0.442,0.0,5.13,10.0,340,1,4.69,3.84,6.83,B1,0,1
LNR024735,4,1,0,18,960,0.361,0.8,8.25,6.35,300,0,8.29,7.11,4.57,A2,0,1
LNR024736,2,0,0,23,250,0.48,0.5,9.17,9.48,140,0,4.07,5.29,7.81,A2,0,0
LNR024737,1,0,1,32,170,0.343,0.1,0.05,4.08,70,1,3.59,7.07,6.24,A1,0,1
LNR024738,2,0,0,26,570,0.468,0.0,4.1,10.0,410,0,6.68,8.05,10.0,B1,0,0
LNR024739,1,0,0,26,550,0.688,1.4,6.05,1.78,350,0,5.94,6.39,6.37,C2,1,0
LNR024740,2,0,2,25,250,0.178,1.5,5.77,6.47,140,1,4.21,6.88,5.16,A2,0,0
LNR024741,3,0,1,33,210,0.487,0.0,10.0,8.21,110,0,4.47,8.74,5.02,A1,0,1
LNR024742,3,1,0,26,960,0.228,0.0,5.63,6.66,380,0,3.17,8.98,3.82,B1,0,1
LNR024743,1,1,1,33,650,0.445,0.0,7.57,0.55,490,1,7.73,9.06,6.77,C1,1,0
LNR024744,2,0,0,23,130,0.634,4.5,6.5,4.08,60,0,4.79,7.16,7.02,A1,0,1
LNR024745,2,0,1,25,390,0.212,6.6,5.6,5.5,210,0,4.57,7.63,5.86,B1,0,0
LNR024746,3,1,0,33,180,0.113,0.0,3.4,5.56,90,0,4.65,4.28,4.55,A0,0,1
LNR024747,1,0,1,31,380,0.542,0.0,7.65,3.72,250,1,4.76,9.5,7.93,B1,0,0
LNR024748,3,0,0,32,340,0.312,1.6,5.85,2.16,140,0,2.26,6.7,4.43,A2,0,0
LNR024749,1,0,3,46,760,0.739,0.0,3.29,3.67,250,1,4.9,8.44,3.91,C2,1,0
LNR024750,3,0,0,16,870,0.237,0.0,7.85,4.71,410,0,0.3,5.51,10.0,B2,1,0
LNR024751,1,0,0,25,550,0.3,0.0,5.0,9.33,230,1,5.88,4.98,6.05,C1,1,0
LNR024752,4,0,1,28,520,0.554,0.5,10.0,3.61,200,1,4.27,4.34,3.99,B1,0,1
LNR024753,2,1,1,29,1400,0.488,0.0,4.39,8.76,530,0,3.05,7.35,3.82,C2,1,0
LNR024754,1,0,4,22,1200,0.565,0.0,7.31,4.43,600,1,1.1,7.43,8.71,C2,1,0
LNR024755,1,1,0,46,510,0.491,0.0,4.79,5.22,250,0,4.92,10.0,1.07,C1,1,0
LNR024756,2,0,0,15,400,0.85,3.7,8.07,6.15,260,1,1.27,8.74,9.2,C1,1,0
LNR024757,4,0,0,6,360,0.305,0.0,5.07,2.52,260,0,2.78,2.31,10.0,A1,0,1
LNR024758,4,1,1,25,1170,0.461,2.3,4.97,8.21,400,1,3.29,5.06,5.17,B2,1,0
LNR024759,1,0,1,28,780,0.368,10.9,4.12,7.52,450,1,4.81,5.94,6.33,C1,1,0
LNR024760,1,1,1,34,560,0.436,0.0,2.29,7.36,220,0,4.56,1.06,5.34,B2,1,0
LNR024761,4,0,0,19,830,0.848,0.0,9.39,6.95,480,1,7.67,5.34,8.67,B2,1,0
LNR024762,3,0,2,37,300,0.493,0.0,5.58,4.63,170,1,9.65,10.0,4.79,A2,0,0
LNR024763,2,1,1,16,200,0.761,5.8,7.56,2.91,90,0,2.12,2.02,8.84,B2,1,0
LNR024764,4,0,0,29,150,0.386,0.0,2.9,0.99,60,1,3.03,10.0,6.46,A0,0,1
LNR024765,2,0,0,41,1100,0.164,0.0,4.88,3.8,800,1,0.0,2.86,4.57,B1,0,1
LNR024766,4,0,1,51,1060,0.363,5.5,4.9,5.62,740,1,7.88,9.86,3.01,B1,0,0
LNR024767,2,1,0,31,320,0.42,0.0,5.5,1.5,130,0,4.99,7.95,2.13,A2,0,1
LNR024768,1,0,0,42,400,0.616,0.0,4.55,6.8,140,1,4.39,8.97,6.27,C1,1,0
